Grid_Number,Health
0,11.980992108257508
1,11.871510399262934
2,11.86567342840295
3,10.289604118330532
4,9.365824795130349
5,8.487299747903522
6,7.669595925797858
7,6.934263339089648
8,6.3101645131677415
9,5.833112895119549
10,5.541218065349223
11,5.464233796687795
12,5.611012926250362
13,5.819453593041544
14,5.832052399592263
15,6.052478163615508
16,6.45948994193227
17,8.322017853849983
18,7.222751600046125
19,6.12806352013043
20,5.040937080757049
21,3.9675928611896327
22,2.9232519369336147
23,1.954961118801765
24,1.2534777141531017
25,1.3391796363242066
26,2.1185986244272397
27,3.1074717181529725
28,4.158985830876137
29,5.23553322196984
30,5.032202243560266
31,3.9647721523427704
32,2.9306380415248077
33,1.9826050417106367
34,1.3212374816596297
35,1.4260001840848044
36,2.189554036241297
37,2.215843584093398
38,2.0406056694947963
39,2.4271469807786015
40,2.0760575325170483
41,1.3221051732169549
42,1.2879330781488132
43,2.0105828638852943
44,2.549630319407412
45,1.4548593970745427
46,0.438011220837067
47,0.855074518729597
48,0.3253419632201362
49,0.11286741637343113
50,0.7146204091685989
51,1.795157452603555
52,1.6477069287729464
53,1.8699012665256036
54,2.5982658943986943
55,3.5324641339224696
56,4.547359931313356
57,5.599243173893773
58,4.644661329095953
59,3.5349764961804304
60,2.427365060314924
61,1.327028931284946
62,0.32058192999545265
63,0.95781110045384
64,2.0505837645424747
65,3.1567780706919466
66,2.8781097775676536
67,2.8423415296964727
68,2.891060367093714
69,3.2348427495532035
70,3.878536754777305
71,3.656962533945784
72,3.473212646980823
73,2.934205115042077
74,2.926640930752496
75,3.3156834577752607
76,3.986872034686427
77,4.8238369192955854
78,5.754695369968734
79,6.7406599938372915
80,7.760756256840273
81,7.2836109619513705
82,6.902554861344508
83,6.68673313575381
84,6.107533042039355
85,5.134384416777842
86,4.230213825857933
87,3.449692287623335
88,2.8946341633573223
89,2.707452528419302
90,2.5177753132423595
91,2.543186612551733
92,2.7818695170612524
93,2.4631063116750624
94,2.62065824081345
95,10.98862753161916
96,10.86924184681722
97,10.862953630178536
98,9.793897787385307
99,8.818389019951285
100,7.879111490723912
101,6.990684715957931
102,6.175095922430393
103,5.4650533797135985
104,4.9065944578326475
105,4.555808582761783
106,4.461947607324678
107,4.64062743568891
108,4.820999396610296
109,4.8362918655520035
110,5.1000259519596165
111,5.5770666382687395
