Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
25.6447569,89.69572219999999,-1.0,-1.0,17.0
25.64757575,89.6925902,-1.0,-1.0,17.0
25.6477648,89.6924904,-1.0,-1.0,17.0
25.64834099999999,89.692515,-1.0,-1.0,17.0
25.6813343,89.6902372,-1.0,-1.0,21.0
25.681791,89.6900742,-1.0,-1.0,21.0
25.717927,89.693666,-1.0,-1.0,24.0
25.710316,89.69380799999999,-1.0,-1.0,24.0
25.7103689,89.6937542,-1.0,-1.0,24.0
25.7226395,89.69054799999999,-1.0,-1.0,25.0
25.7224276,89.6905242,-1.0,-1.0,25.0
25.7415562,89.69027899999999,-1.0,-1.0,27.0
25.8623655,89.6941413,-1.0,-1.0,39.0
25.8998172,89.6939321,0.0,0.3237942555792825,42.0
25.8998887,89.6938667,-1.0,-1.0,42.0
25.8985574,89.69396429999999,-1.0,-1.0,42.0
25.8901059,89.6963699,-1.0,-1.0,42.0
25.9178296,89.69977329999999,-1.0,-1.0,44.0
25.914776,89.6994357,-1.0,-1.0,44.0
25.9146983,89.69957,0.0,0.11009450233997602,44.0
25.9528965,89.69644699999999,-1.0,-1.0,48.0
25.9642198,89.69572219999999,0.0,0.5118359703950346,49.0
25.96476870000001,89.6945664,0.0,0.014848086409676256,49.0
25.9646612,89.6945109,0.0,0.03491839422129652,49.0
25.9661842,89.6945856,0.0,0.02777344621431396,49.0
25.9667907,89.6945817,0.0,0.0016275443074630677,49.0
25.9667319,89.6945319,0.0,0.0013265667682748172,49.0
25.9668962,89.6946215,0.0,0.2157634852200699,49.0
25.9668252,89.6942651,-1.0,-1.0,49.0
25.966624,89.69410130000001,-1.0,-1.0,49.0
25.9641375,89.6923674,-1.0,-1.0,49.0
25.9772115,89.69891129999999,0.0,0.27550463483600274,50.0
25.9770212,89.69896,0.0,0.09821831119590761,50.0
25.9754453,89.69994729999999,0.0,0.8434757816485461,50.0
25.9789636,89.6963194,-1.0,-1.0,50.0
25.9857695,89.6989569,0.0,0.5987873269701683,51.0
25.9865043,89.6986793,-1.0,-1.0,51.0
26.0007499,89.6950841,-1.0,-1.0,53.0
26.0288012,89.6991128,-1.0,-1.0,55.0
26.0449682,89.69719719999999,-1.0,-1.0,57.0
26.0525227,89.69649199999999,-1.0,-1.0,58.0
26.0614721,89.6917526,-1.0,-1.0,59.0
26.0840873,89.6990285,-1.0,-1.0,61.0
26.1026651,89.6939247,-1.0,-1.0,63.0
26.2006084,89.69572219999999,-1.0,-1.0,73.0
26.2216597,89.69129919999999,-1.0,-1.0,75.0
26.2715332,89.69968279999999,-1.0,-1.0,80.0
26.2712788,89.6996358,-1.0,-1.0,80.0
26.2828756,89.69405870000001,-1.0,-1.0,81.0
26.29116885,89.69455844999999,-1.0,-1.0,82.0
26.31010689999999,89.6973788,-1.0,-1.0,84.0
26.3687484,89.69420540000002,-1.0,-1.0,89.0
26.3808782,89.6911691,-1.0,-1.0,91.0
26.407619,89.6919183,-1.0,-1.0,93.0
26.4187088,89.692197,-1.0,-1.0,94.0
25.5175121,89.70332119999999,-1.0,-1.0,99.0
25.5232791,89.7064882,-1.0,-1.0,100.0
25.7230625,89.7098178,0.0,18.91737329295451,120.0
25.7437167,89.7030037,0.0,3.009710754105346,122.0
25.7437614,89.70273209999999,0.0,2.699812763738796,122.0
25.8133622,89.7049852,-1.0,-1.0,129.0
25.8362951,89.70033459999999,-1.0,-1.0,131.0
25.8630014,89.7086843,0.0,1.3126430237381523,134.0
25.8633871,89.7094731,0.0,0.528935061418718,134.0
25.8761198,89.7082157,0.0,2.0436240707857443,135.0
25.888396,89.7051072,0.0,0.31576449638736714,136.0
25.8881202,89.7067629,0.0,0.21773130199966637,136.0
25.8887724,89.7046673,0.0,0.30777092733057965,136.0
25.8883973,89.7087947,0.0,0.07594288022395433,136.0
25.8884442,89.7090554,0.0,0.13491289910217616,136.0
25.8971116,89.7090769,0.0,1.9053927129148875,137.0
25.8934945,89.7040909,0.0,0.6292267566286263,137.0
25.89302619999999,89.7099788,0.0,0.38667581982065213,137.0
25.9122751,89.70054209999999,0.0,1.8684916172352535,139.0
25.94311889999999,89.7036907,-1.0,-1.0,142.0
25.9678909,89.7009994,0.0,1.103829033110083,144.0
25.9679656,89.7009381,0.0,0.0008834632651416176,144.0
25.968087,89.701027,0.0,0.8346093863423992,144.0
25.9679674,89.7004244,0.0,0.11658942896844852,144.0
25.968036,89.7005123,0.0,0.0006700437469195287,144.0
25.9680865,89.7004656,0.0,0.12979225582175435,144.0
25.9680173,89.7004949,0.0,0.0003401911405122727,144.0
26.0042997,89.70989259999999,0.0,1.708567918351131,148.0
26.0290549,89.7092823,0.0,0.551600419044217,150.0
26.0292381,89.70915199999999,0.0,0.5169024804454808,150.0
26.0290317,89.70960490000002,0.0,4.30855412957643,150.0
26.0292341,89.7095399,0.0,0.9166479759130527,150.0
26.0431414,89.7084734,0.0,1.5024353068563334,152.0
26.0431941,89.7084733,0.0,1.1829485450406982,152.0
26.050314,89.7009066,0.0,0.39740055863267737,153.0
26.0517847,89.7044447,0.0,1.2107424257708672,153.0
26.0630368,89.7022835,0.0,2.129243636592708,154.0
26.0840683,89.7053885,0.0,2.8361055175563568,156.0
26.0973774,89.7083179,0.0,6.331770511384243,157.0
26.0947166,89.7060202,0.0,0.4034558037375028,157.0
26.0946263,89.7063622,0.0,0.2290322729420251,157.0
26.09455909999999,89.70627669999999,0.0,0.0020182253366103544,157.0
26.0940734,89.70602249999999,0.0,0.7079801192118487,157.0
26.1660711,89.7021695,-1.0,-1.0,164.0
26.2035993,89.7016663,816.0,0.9820444281851715,168.0
26.2043796,89.70144359999999,1078.0,1.5229842192604806,168.0
26.2659639,89.70950669999999,479.0,0.6554057442767023,174.0
26.2840195,89.7066844,805.0,1.880782701409449,176.0
26.31050969999999,89.7029487,1465.0,1.6207903270034076,179.0
26.3450222,89.7084295,-1.0,-1.0,182.0
26.3458962,89.70861790000001,-1.0,-1.0,182.0
26.3529131,89.70997740000001,530.0,3.244304909468126,183.0
26.3528785,89.7099654,43.0,1.1260228603097595,183.0
26.381424,89.70459489999999,472.0,2.3472339921896275,186.0
25.5915237,89.7192132,-1.0,-1.0,202.0
25.7606944,89.7182845,0.0,4.465113828231315,219.0
25.7872867,89.71371169999999,-1.0,-1.0,221.0
25.8047063,89.7197544,0.0,3.403200254591299,223.0
25.8232642,89.71596199999999,0.0,1.5909526955763253,225.0
25.8230907,89.71624849999999,0.0,1.1634109376392099,225.0
25.8479097,89.7115472,0.0,2.601285206451343,227.0
25.8628696,89.71608789999999,0.0,0.9369982512779677,229.0
25.8663114,89.71828699999999,0.0,1.7426763365528146,229.0
25.8758391,89.7186949,0.0,2.3971142473232403,230.0
25.8855582,89.7119093,0.0,1.4131763403941935,231.0
25.8951619,89.7104502,0.0,1.5276224817188941,232.0
25.9282893,89.7127816,0.0,0.5179760132531034,235.0
25.9294359,89.71183359999999,0.0,1.3094697070456043,235.0
25.9254109,89.7168501,0.0,2.392830352274464,235.0
25.9305613,89.71867015,0.0,2.0482960112904864,236.0
25.9423211,89.7130177,0.0,1.1463155338710178,237.0
25.9421818,89.71270679999999,0.0,0.5405397578217971,237.0
25.9472717,89.7104461,0.0,2.023144123336908,237.0
25.9848781,89.71281049999999,0.0,4.2500567553355015,241.0
25.99683840000001,89.7113588,0.0,3.615102181796654,242.0
26.0042385,89.71073419999999,0.0,4.874612352426788,243.0
26.0642604,89.7159654,0.0,1.6837183550566455,249.0
26.06594,89.716573,0.0,3.512531340276796,249.0
26.1508602,89.71408559999999,84.0,2.1909237891871527,258.0
26.1508551,89.7139132,-1.0,-1.0,258.0
26.1728322,89.7181397,2222.0,1.3987026072861286,260.0
26.1707418,89.71214300000001,2738.0,1.326014183085137,260.0
26.1709472,89.7125867,1076.0,0.6429653602480395,260.0
26.1884192,89.7123572,3439.0,3.2217085851650404,261.0
26.1969771,89.71635069999999,2154.0,1.7854406690174214,262.0
26.2106377,89.7164463,3068.0,3.1515246683551132,264.0
26.2284758,89.7105373,268.0,2.7976954378675756,265.0
26.2392675,89.7129255,1550.0,2.5908900965286774,266.0
26.2310501,89.719904,403.0,0.3178464918800656,266.0
26.2308341,89.7197401,277.0,0.3006241120103625,266.0
26.2541044,89.71928129999999,938.0,0.8300544963173005,268.0
26.2545888,89.7130921,377.0,0.3978004806540919,268.0
26.2528812,89.711632,-1.0,-1.0,268.0
26.264899,89.7172559,406.0,0.4909070557336477,269.0
26.2623265,89.71536429999999,170.0,0.20479544727427085,269.0
26.2619257,89.71485190000001,268.0,0.2501207694592539,269.0
26.2634841,89.7102208,664.0,0.8834297993566574,269.0
26.27114289999999,89.7151226,299.0,0.4582203163082863,270.0
26.2729254,89.71301299999999,39.0,0.8246776222984383,270.0
26.2812962,89.719792,24.0,0.9124516298496661,271.0
26.2981313,89.7195765,746.0,1.6018173677544254,272.0
26.2988507,89.7117976,0.0,0.5691695999161065,272.0
26.2979571,89.71194109999999,31.0,0.9980011600897607,272.0
26.3039918,89.7121674,454.0,0.8327261025461747,273.0
26.3104502,89.7165545,1569.0,1.1436179205222972,274.0
26.3201928,89.71350079999999,1882.0,4.552278660971302,275.0
26.3796572,89.7172958,387.0,1.2074701019638776,280.0
26.3796272,89.71694149999999,81.0,0.8656036775663798,280.0
26.38482455,89.716144,63.0,0.3791022837818253,281.0
26.3809821,89.7119874,159.0,1.0326170568896136,281.0
26.3895957,89.7145161,144.0,1.407088305776364,281.0
26.4059078,89.7176472,296.0,0.5446244988915452,283.0
26.403967,89.71226999999999,313.0,0.5164681115221098,283.0
26.4038949,89.7121038,74.0,2.026266008915506,283.0
26.4144266,89.7191,-1.0,-1.0,284.0
26.4144755,89.71899739999999,-1.0,-1.0,284.0
25.75847779999999,89.72056289999999,0.0,3.104555420686144,313.0
25.761356399999997,89.72677304999999,0.0,8.361364292043943,314.0
25.8109881,89.7254327,0.0,0.6446488347033023,319.0
25.8114143,89.7282798,0.0,0.28941500489869887,319.0
25.8104695,89.72564659999999,0.0,0.1540237103709122,319.0
