Grid_Number,Education
0,4.579433510001991
1,3.611060937778459
2,2.5103466641398056
3,1.4271587124647396
4,0.4945563118299347
5,0.38649903322521295
6,0.384974726779055
7,0.944043952614531
8,1.1274148889555
9,1.6760781694396987
10,2.012369945109961
11,1.6538156926542644
12,0.5579680306014573
13,0.6003437705525847
14,0.9014529405776041
15,0.14470804927632955
16,0.7362092455724418
17,0.44552148572350825
18,0.7145294995109114
19,1.2832990915698512
20,1.3298450149360244
21,0.9737400186215023
22,1.612672876852137
23,0.8164308356794062
24,0.31716646025411643
25,0.522236129643523
26,0.8270314431350942
27,0.11228719716133607
28,0.9447949782838594
29,0.6973329796157796
30,1.2570734202226133
31,0.4900241954803668
32,0.41960029794788717
33,1.0880903697864985
34,1.5717839497718065
35,1.1655936830328506
36,0.2011127961563509
37,0.6326138131272518
38,0.2914854380983953
39,0.2528975475319033
40,1.0824646179527269
41,1.5759087965215468
42,0.6258398257335457
43,0.8790476536244722
44,1.90437296886927
45,2.9922249863809323
46,4.0930485791200555
47,3.3492705227927524
48,2.3961439312100348
49,1.6541528855135728
50,1.2944155987867496
51,0.19039703067147792
52,0.38879166910909024
53,1.4724209039908203
54,2.5802616178938673
55,3.490802671047867
56,3.821087707563873
57,3.101203750012975
58,2.1878103559595967
59,1.4854800236738057
60,0.6437716944191547
61,1.0414471592035879
62,0.7393718849218882
63,0.021026062665849252
64,0.16825873328119068
65,0.9548614389401018
66,1.116646812827982
67,1.46833573870283
68,0.3608202245894256
69,0.7164710409801379
70,0.18858766339118926
71,0.7277472627240413
72,0.2686378301508223
73,0.5068793055166374
74,0.397375940968275
75,0.28830472307119454
76,0.5900171873410137
77,0.19751620718888882
78,0.9146641791742772
79,0.33292849056847856
80,0.7527435505756743
81,0.5275287162334046
82,0.3616820393690746
83,0.3089534803141337
84,1.1854217365790234
85,0.3227150223101097
86,1.1295696604879293
87,0.3160553789031334
88,0.25358606185427146
89,0.07358729231737741
90,1.136692446645276
91,1.3201764275370915
92,0.5035042216759074
93,0.5135816245869652
94,0.07782721566425599
95,0.11299206788384185
96,0.518318490668652
97,1.5854646302791982
98,0.6495249937001059
99,0.8960634339993753
100,1.912286321343049
101,2.980537036363902
102,3.937343768627147
103,3.0489738661680037
104,1.9549814858492907
105,0.9058288590427406
106,0.5371179781765316
107,1.0226295440858721
108,0.19958271182124251
109,1.2275005804422643
110,2.3337832874582043
111,2.4753396328095856
112,2.8308045191071267
113,2.5776936627178832
114,1.675464422346582
115,0.6787853309429608
116,0.758008710419496
117,0.7525337335989791
118,0.05961297178204565
119,0.5924388979181424
120,0.834848659679548
121,0.43390632924942196
122,0.7235118294622517
123,0.7713085938884416
124,0.43166929912413604
125,0.616433525166698
126,0.2510482438576441
127,0.4969146261651015
128,0.8365020364670351
129,0.1309382116326414
130,0.9017125072972798
131,0.07308736959445293
132,0.48354412860113694
133,0.1245735590545133
134,0.136634959471715
135,0.1873351090590214
136,0.6084527017725918
137,0.5721615197965905
138,0.5525865385790333
139,0.597621608726486
140,0.2262703862844094
141,1.1391294492471589
142,1.3168637818758342
143,0.6315872735290755
144,0.7785062259539656
145,0.8526474070320612
146,0.3478360973919405
147,0.8538832234084195
148,0.35908807665480014
149,0.23760861114272092
150,0.8935538221545875
151,0.5980947879690451
152,1.1980541189763676
153,1.9532854417550731
154,1.1660664721311724
155,0.748593486730019
156,1.494635651596303
157,2.5259338046296076
158,3.6054971600909047
159,3.072764778312425
160,1.9833190265060485
161,0.912116671781447
162,0.45080109213559383
163,0.37575697302206834
164,0.738667613692279
165,1.480858796661785
166,1.8972968508652162
167,1.460746896027732
168,1.8730828966746365
169,1.7272252997287014
170,1.1831830768479485
171,0.18859324450278978
172,0.6450524412359393
173,0.36658575561501594
