Grid_Number,Utilities
0,6.195898503623108
1,5.676037461224575
2,5.340272094500184
3,4.752562373188918
4,4.080249478200374
5,3.6308242304798743
6,3.4914460436775596
7,3.697346136645641
8,4.198023764512527
9,4.904008635355318
10,5.740040065962267
11,6.657302856040847
12,7.626543435281286
13,6.663976480372827
14,5.57886090203037
15,4.502732654572868
16,3.4494022761769907
17,2.4484715798261116
18,1.6014095046317158
19,1.267625353097873
20,1.7669459471337883
21,2.666492871611466
22,3.6839018443225466
23,3.621875281309854
24,2.5515371215408456
25,1.5412868455901247
26,0.8447786258692154
27,1.1019567570355868
28,2.0283269066781706
29,3.0800606674753337
30,4.163207864052082
31,5.258392154668718
32,5.539788994781617
33,4.506058478965984
34,3.520330410434034
35,2.6369967112208736
36,1.7120695744989185
37,0.6587327294482371
38,0.3177585451771764
39,1.4185536900638789
40,2.529126527533133
41,3.640539761500619
42,4.752203789820334
43,5.863975981107786
44,6.9758046199819
45,8.08766642656706
46,6.906786235876189
47,5.853308285423278
48,4.82613737046706
49,3.846407182204781
50,2.961580112424376
51,2.2847160811769953
52,2.0351316024179096
53,2.3529674806555207
54,3.0665964111981134
55,3.9679255778828924
56,5.363647534966974
57,4.753702282455349
58,4.347357574948045
59,4.062910578871773
60,3.251044366219483
61,2.665370291116264
62,2.472239940787707
63,2.7554680327138867
64,3.3979552751932256
65,4.239393617433914
66,5.183789989311566
67,6.184154047358108
68,7.217250593407849
69,6.519372541799237
70,5.410282301469875
71,4.302668144657384
72,3.198064114916957
73,2.101222820599283
74,1.0159000796501767
75,0.2730045056729613
76,1.2609013797697906
77,2.3617949656983424
78,3.4697465284362745
79,3.53256402426358
80,2.4231010232300063
81,1.3178356853412705
82,0.27354261068539554
83,0.7766500063267785
84,1.8716392195117746
85,2.9792186635272087
86,4.089170657189159
87,5.199976136823701
88,5.289682228297718
89,4.194788075606573
90,3.1120119297209623
91,2.060546488381686
92,1.1313477535342515
93,0.8081080281861611
94,0.8623532455160443
95,1.7493190945831267
96,2.7610085504391835
97,3.805275614081039
98,4.879542919151982
99,5.967630854683242
100,7.0631550494731785
101,7.779208846564194
102,6.678397235847533
103,5.58200244736253
104,4.493258875941247
105,3.4194826584371687
106,2.381010352298744
107,1.4554797372088273
108,1.0200463491271343
109,1.5605864809682861
110,2.5106230493770103
111,3.5558245666538344
112,4.607619163140545
113,3.880682278175845
114,3.370771079765925
115,3.1839225079538
116,2.5633840952835247
117,1.7624273701575395
118,1.4540373962926447
119,1.8960911275996275
120,2.7475372023169955
121,3.7383983323980514
122,4.78279686008561
123,5.852139080508991
124,6.587626091635242
125,5.805508895688284
126,5.146252180385439
127,4.322486697682969
128,3.2246765962960593
129,2.141506335479762
130,1.1105666258769713
131,0.4374970509992702
132,1.273699904734231
133,2.350761911290545
134,3.4500310170194255
135,3.7302306803212053
136,2.70313172981632
137,1.781034441398153
138,1.2288647307686436
139,1.437354065538516
140,2.2283901921134017
141,3.2153260019154186
142,4.264244606092093
143,5.338736286264841
144,5.22911994613524
145,4.118161392977645
146,3.007935080362961
147,1.899725237569629
148,0.8019356896662637
149,0.36119581129153017
150,1.393708248739767
151,2.354815994877356
152,3.2146996046552085
153,4.194793321264382
154,5.20635786020998
155,6.237674810281616
156,7.292727484235369
157,7.712335655145563
158,6.600386404945263
159,5.488437161327618
160,4.376487929310769
161,3.2645387207467738
162,2.152589571982459
163,1.0406406747084669
164,0.07131973503303116
165,1.1832592013802083
166,2.295208163324718
167,3.4071573240216817
168,3.9715836542980445
169,3.098940134845709
170,2.430276824323934
171,2.163775213267978
172,2.1516650928048633
173,1.087622590367779
174,0.4438003720465014
175,1.2953921908359964
176,2.37318044498818
177,3.4725771783233643
178,4.5780412222798565
179,5.686034905355264
180,5.957459883297991
181,4.77660134402362
182,4.1877268980053834
183,3.719283099530414
184,3.399907425628253
185,2.580736164752972
186,1.7734814645551982
187,1.450219348208665
188,1.8798665140001152
189,2.727182128634465
190,3.7167201824688716
191,4.174304442057788
192,3.2888979028601995
