Grid_number,school,primary_school,bus_station,taxi_stand,train_station,bank,local_government_office,police,doctor,hospital,department_store,supermarket
1818,"[[25.6011279 89.8891349]
 [25.6084527 89.8882981]]",None,None,None,None,None,None,None,None,None,None,None
1819,None,None,None,None,None,None,None,None,None,None,None,None
1820,[[25.6258394 89.8840655]],None,None,None,None,None,None,None,None,None,None,"[[25.6242834 89.8882665]
 [25.6250607 89.8892614]]"
1821,[[25.6383339 89.8860315]],None,None,None,None,None,None,None,None,None,None,None
1822,"[[25.647066  89.885012 ]
 [25.6460199 89.8897   ]
 [25.6472671 89.8887271]]",None,None,None,None,None,None,None,[[25.6498944 89.8868926]],None,None,None
1823,"[[25.657562  89.889643 ]
 [25.6565851 89.8893213]]",None,None,None,None,None,None,None,None,[[25.6562134 89.8893035]],None,None
1824,None,None,None,None,None,None,None,None,None,None,None,None
1825,"[[25.6705417 89.8887316]
 [25.6775791 89.8809151]
 [25.6753182 89.8809689]
 [25.6757712 89.8889586]
 [25.675634  89.8892844]
 [25.6739548 89.8851569]]","[[25.6739548 89.8851569]
 [25.6753182 89.8809689]
 [25.675634  89.8892844]]",None,None,None,None,None,None,None,None,None,None
1826,"[[25.6814927 89.8838067]
 [25.6804469 89.8897954]]",[[25.6804469 89.8897954]],None,None,None,None,None,None,None,None,None,None
1827,[[25.6927641 89.8871333]],None,None,None,None,None,None,None,None,None,None,None
1828,"[[25.7041216 89.8810644]
 [25.7009101 89.8896023]]",None,None,None,None,None,None,None,None,None,None,None
1829,None,None,None,None,None,None,None,None,None,None,None,None
1830,"[[25.7253582 89.8819201]
 [25.7254142 89.8819862]
 [25.7258603 89.8850945]
 [25.728402  89.882543 ]]",None,None,None,None,None,None,None,None,None,None,None
1831,"[[25.7318307 89.8857543]
 [25.732276  89.882873 ]]",None,None,None,None,None,None,None,None,None,None,None
1832,"[[25.74119945 89.8820836 ]
 [25.7440221  89.8875688 ]]",None,None,None,None,None,None,None,None,None,None,None
1833,None,None,None,None,None,None,None,None,None,None,None,None
1834,None,None,None,None,None,None,None,None,None,None,None,None
1835,None,None,None,None,None,None,None,None,None,None,None,None
1836,None,None,None,None,None,None,None,None,None,None,None,None
1837,None,None,None,None,None,None,None,None,None,None,None,None
1838,None,None,None,None,None,None,None,None,None,None,None,None
1839,None,None,None,None,None,None,None,None,None,None,None,None
1840,None,None,None,None,None,None,None,None,None,None,None,None
1841,None,None,None,None,None,None,None,None,None,None,None,None
1842,None,None,None,None,None,None,None,None,None,None,None,None
1843,None,None,None,None,None,None,None,None,None,None,None,None
1844,None,None,None,None,None,None,None,None,None,None,None,None
1845,None,None,None,None,None,None,None,None,None,None,None,None
1846,None,None,None,None,None,None,None,None,None,None,None,None
1847,None,None,None,None,None,None,None,None,None,None,None,None
1848,None,None,None,None,None,None,None,None,None,None,None,None
1849,None,None,None,None,None,None,None,None,None,None,None,None
1850,None,None,None,None,None,None,None,None,None,None,None,None
1851,None,None,None,None,None,None,None,None,None,None,None,None
1852,None,None,None,None,None,None,None,None,None,None,None,None
1853,"[[25.9575171 89.8814393]
 [25.9570653 89.8894353]]",[[25.9570653 89.8894353]],None,None,None,None,None,None,None,None,None,None
1854,None,None,None,None,None,None,None,None,None,None,None,None
1855,None,None,None,None,None,None,None,None,None,None,None,None
1856,None,None,None,None,None,None,None,None,None,None,None,None
1857,"[[25.9971307 89.8847408]
 [25.9978178 89.880575 ]]",None,None,None,None,None,None,None,None,None,None,[[25.9978649 89.8808597]]
1858,None,None,None,None,None,None,None,None,None,None,None,None
1859,"[[26.0191108 89.8813894]
 [26.0178547 89.8865204]]",None,None,None,None,None,None,None,None,None,None,None
1860,"[[26.0218375  89.8856698 ]
 [26.0229071  89.8854448 ]
 [26.0223283  89.8859944 ]
 [26.0217694  89.8864014 ]
 [26.02567265 89.8840855 ]
 [26.0257192  89.8876882 ]
 [26.0260229  89.8876443 ]
 [26.0260443  89.8803339 ]]",None,None,None,None,None,[[26.0233042 89.8864769]],[[26.0248131 89.8808403]],None,"[[26.0248316 89.8862626]
 [26.0247946 89.8865875]]",None,[[26.0209209 89.8862666]]
1861,"[[26.0387819 89.8853004]
 [26.0387271 89.8852947]
 [26.0321784 89.888755 ]]",None,None,None,None,None,None,None,None,None,None,None
1862,None,None,None,None,None,None,None,None,None,None,None,None
1863,"[[26.0597719 89.8828086]
 [26.0593295 89.8825082]
 [26.0539679 89.8893401]
 [26.052444  89.8880013]]",None,None,None,None,None,None,None,None,None,None,"[[26.0546007 89.8898179]
 [26.0539886 89.8895667]]"
1864,None,None,None,None,None,None,None,None,None,None,None,None
1865,None,None,None,None,None,None,None,None,None,None,None,None
1866,"[[26.0814493 89.8850868]
 [26.0819251 89.8896489]
 [26.0882235 89.8880191]
 [26.0891819 89.8894544]]",[[26.0814493 89.8850868]],None,None,None,None,None,None,None,None,None,None
1867,"[[26.0980004 89.887186 ]
 [26.0980344 89.8876704]
 [26.0961634 89.8889153]
 [26.0963943 89.8893005]
 [26.0960839 89.8890142]
 [26.094598  89.8867484]
 [26.0941048 89.8889411]
 [26.0942122 89.8894072]
 [26.0939852 89.8895054]]",None,None,None,[[26.0959 89.8866]],None,None,[[26.095055  89.8883075]],None,"[[26.0960535 89.8836592]
 [26.0961348 89.8887715]]",None,[[26.0958144 89.8882059]]
1868,"[[26.1037609 89.8852275]
 [26.1078299 89.884423 ]]",None,None,None,None,None,[[26.1000231 89.8889827]],None,None,None,None,None
1869,"[[26.110648  89.8867048]
 [26.1187269 89.8871997]]",None,None,None,None,None,None,None,None,None,None,None
1870,[[26.126184  89.8832513]],None,None,None,None,None,None,None,None,None,None,None
1871,None,None,None,None,None,None,None,None,None,None,None,None
1872,None,None,None,None,None,None,None,None,None,None,None,None
1873,None,None,None,None,None,None,None,None,None,None,None,None
1874,None,None,None,None,None,None,None,None,None,None,None,None
1875,None,None,None,None,None,None,None,None,None,None,None,None
1876,None,None,None,None,None,None,None,None,None,None,None,None
1877,None,None,None,None,None,None,None,None,None,None,None,None
1878,None,None,None,None,None,None,None,None,None,None,None,None
1879,None,None,None,None,None,None,None,None,None,None,None,None
1880,[[26.2293854 89.8843405]],None,None,None,None,None,None,None,None,None,None,None
1881,None,None,None,None,None,None,None,None,None,None,None,None
1882,None,None,None,None,None,None,None,None,None,None,None,None
1883,"[[26.2515395 89.8851052]
 [26.2513597 89.8853543]]",None,None,None,None,None,None,None,None,None,None,None
1884,[[26.26918225 89.88084555]],None,None,None,None,None,[[26.2696087 89.8824438]],None,None,None,None,None
1885,"[[26.279031  89.8872976]
 [26.2702326 89.8807034]]",None,None,None,None,None,None,None,None,None,None,None
1886,"[[26.2814856 89.8822705]
 [26.2816067 89.881907 ]
 [26.2889289 89.8829134]]",None,None,None,None,None,None,None,None,None,None,None
1887,"[[26.298686   89.8821652 ]
 [26.2950323  89.8805068 ]
 [26.2947153  89.88045025]]",[[26.298686  89.8821652]],None,None,None,None,None,None,None,None,None,None
1888,"[[26.3048362 89.8852336]
 [26.3048737 89.8851512]]",[[26.3048362 89.8852336]],None,None,None,None,None,None,None,None,None,None
1889,None,None,None,None,None,"[[26.3141224 89.8867256]
 [26.3148524 89.8860185]
 [26.3147995 89.88581  ]]",None,None,None,[[26.3117996 89.8869073]],None,None
1890,"[[26.3212969 89.8897971]
 [26.3294237 89.8883212]]",None,None,None,None,None,None,None,None,None,None,None
1891,None,None,None,None,None,None,None,None,None,None,None,None
1892,"[[26.3431266 89.8817961]
 [26.3486174 89.8870951]
 [26.3486174 89.8871682]]",None,None,None,None,None,None,[[26.3488875 89.8863354]],None,None,None,None
1893,None,None,None,None,None,None,None,None,None,None,None,None
1894,"[[26.3644834 89.882709 ]
 [26.362791  89.8808212]]",None,None,None,None,None,None,None,[[26.3662548 89.8844779]],None,None,None
1895,None,None,None,None,None,None,None,None,None,None,None,None
1896,None,None,None,None,None,None,None,None,None,None,None,None
1897,[[26.3988011 89.8841088]],None,None,None,None,None,None,None,None,None,None,None
1898,None,None,None,None,None,None,None,None,None,None,None,None
1899,[[26.4102245 89.887656 ]],None,None,None,None,None,None,None,None,None,None,None
1900,None,None,None,None,None,None,None,None,None,None,None,None
1901,None,None,None,None,None,None,None,None,None,None,None,None
1902,None,None,None,None,None,None,None,None,None,None,None,None
1903,None,None,None,None,None,None,None,None,None,None,None,None
1904,None,None,None,None,None,None,None,None,None,None,None,None
1905,None,None,None,None,None,None,None,None,None,None,None,None
1906,[[25.5380118 89.8982735]],None,None,None,None,None,None,None,None,None,None,None
1907,None,None,None,None,None,None,None,None,None,None,None,None
1908,None,None,None,None,None,None,None,None,None,None,None,None
1909,None,None,None,None,None,None,None,None,None,None,None,None
1910,None,None,None,None,None,None,None,None,None,None,None,None
1911,None,None,None,None,None,None,None,None,None,None,None,None
1912,"[[25.597038  89.890108 ]
 [25.5969583 89.8904955]
 [25.5968818 89.8936011]]",None,None,None,None,None,None,[[25.5975113 89.8901632]],None,None,None,None
1913,"[[25.6009507 89.8902618]
 [25.603839  89.8923457]
 [25.600635  89.8949443]]",None,None,None,None,None,None,None,None,None,None,None
1914,"[[25.619499  89.895661 ]
 [25.6184655 89.8980402]]",None,None,None,None,None,None,None,None,None,None,None
1915,"[[25.6252281 89.8904321]
 [25.6245135 89.8954003]]",[[25.6252281 89.8904321]],None,None,None,None,None,None,None,None,None,None
1916,None,None,None,None,None,None,[[25.6382145 89.8905099]],None,None,None,None,None
1917,[[25.6442108 89.8903071]],[[25.6442108 89.8903071]],None,None,None,None,None,None,None,None,None,None
1918,"[[25.6587169 89.890868 ]
 [25.6556289 89.8904841]]",None,None,None,None,None,None,None,None,None,None,None
1919,"[[25.6613101 89.8914375]
 [25.6633105 89.8913652]
 [25.6689329 89.8928947]
 [25.668961  89.8928924]]",None,None,None,None,None,None,None,None,None,None,None
1920,"[[25.6789793 89.8931317]
 [25.6788917 89.8932716]]",None,None,None,None,None,None,None,None,None,None,None
1921,"[[25.6839697 89.8970716]
 [25.6842121 89.8973733]
 [25.6852883 89.8920961]
 [25.6844559 89.8940303]
 [25.6848012 89.8939984]
 [25.6848704 89.8944071]
 [25.6842015 89.8947883]
 [25.6885499 89.8947736]
 [25.687884  89.897889 ]
 [25.687875  89.8978551]]",[[25.6852883 89.8920961]],None,None,None,None,None,None,None,[[25.6836521 89.8934724]],None,None
1922,"[[25.6960865 89.893919 ]
 [25.6962805 89.8940933]
 [25.6948113 89.8952041]
 [25.6956812 89.898949 ]]",None,None,None,None,[[25.6942874 89.8979121]],[[25.6947034 89.8986309]],None,None,"[[25.6952548 89.8942496]
 [25.6952213 89.8942304]]",None,None
1923,"[[25.703239  89.8971088]
 [25.7051141 89.8997605]]",None,None,None,None,None,None,None,None,None,None,None
1924,"[[25.7131035  89.8996196 ]
 [25.719285   89.8949429 ]
 [25.7182063  89.8948162 ]
 [25.7170181  89.894454  ]
 [25.7176807  89.8949271 ]
 [25.7142205  89.8924793 ]
 [25.7106992  89.8994735 ]
 [25.7178867  89.8963018 ]
 [25.71711355 89.8988428 ]
 [25.7198975  89.8980948 ]
 [25.7190246  89.897957  ]]",None,None,None,None,None,"[[25.7170181 89.894454 ]
 [25.7104672 89.8989052]
 [25.7131035 89.8996196]
 [25.713104  89.89962  ]]",None,None,[[25.7131035 89.8996196]],None,[[25.7131035 89.8996196]]
1925,"[[25.725017  89.8934197]
 [25.7257564 89.8938221]
 [25.7240502 89.8955427]
 [25.7284234 89.8935666]
 [25.7274141 89.8951637]
 [25.7211472 89.8980856]
 [25.724576  89.8983493]
 [25.7268951 89.8984355]
 [25.7277001 89.8977384]
 [25.7298303 89.8979956]]",None,None,None,None,[[25.7211686 89.8973287]],"[[25.7231517 89.8994709]
 [25.7217842 89.8991563]
 [25.7242984 89.8986863]]",[[25.7240683 89.8998708]],"[[25.7220031 89.8980317]
 [25.7296672 89.8978658]]","[[25.7224695 89.8967236]
 [25.7204817 89.898414 ]
 [25.7288219 89.8962824]]",None,"[[25.7262542 89.8967671]
 [25.7221799 89.8985364]]"
1926,"[[25.7301408 89.8933074]
 [25.736274  89.8956249]
 [25.7378424 89.8964292]
 [25.7380919 89.8982685]
 [25.7350847 89.8984006]
 [25.7355293 89.8964362]
 [25.7308509 89.8942117]]",[[25.7301408 89.8933074]],None,None,None,None,[[25.7347918 89.8964326]],[[25.7342025 89.8964764]],None,None,None,"[[25.7327333 89.8965205]
 [25.7355084 89.8962934]]"
1927,[[25.7490581 89.8960976]],None,None,None,None,None,None,None,None,[[25.7447233 89.8934881]],None,None
1928,"[[25.7501105 89.8931904]
 [25.7593598 89.8914818]
 [25.754667  89.8909716]
 [25.7549068 89.8917742]
 [25.7558498 89.8933945]
 [25.7548965 89.8941831]
 [25.7550786 89.8956748]
 [25.7563674 89.8980234]
 [25.7538106 89.8966797]]",None,None,None,None,[[25.7557505 89.8920931]],None,None,None,None,None,None
1929,None,None,None,None,None,None,None,None,None,[[25.7613295 89.8934895]],None,None
1930,None,None,None,None,None,None,None,None,None,None,None,None
1931,None,None,None,None,None,None,None,None,None,None,None,None
1932,None,None,None,None,None,None,None,None,None,None,None,None
1933,None,None,None,None,None,None,None,None,None,None,None,None
1934,None,None,None,None,None,None,None,None,None,None,None,None
1935,None,None,None,None,None,None,None,None,None,None,None,None
1936,None,None,None,None,None,None,None,None,None,None,None,None
1937,None,None,None,None,None,None,None,None,None,None,None,None
1938,None,None,None,None,None,None,None,None,None,None,None,None
1939,None,None,None,None,None,None,None,None,None,None,None,None
1940,None,None,None,None,None,None,None,None,None,None,None,None
1941,None,None,None,None,None,None,None,None,None,None,None,None
1942,None,None,None,None,None,None,None,None,None,None,None,None
1943,None,None,None,None,None,None,None,None,None,None,None,None
1944,None,None,None,None,None,None,None,None,None,None,None,None
1945,None,None,None,None,None,None,None,None,None,None,None,None
1946,[[25.930932 89.894757]],None,None,None,None,None,None,None,None,None,None,None
1947,None,None,None,None,None,None,None,None,None,None,None,None
1948,None,None,None,None,None,None,None,None,None,None,None,None
1949,None,None,None,None,None,None,None,None,None,None,None,None
1950,None,None,None,None,None,None,None,None,None,None,None,None
1951,None,None,None,None,None,None,None,None,None,None,None,None
1952,None,None,None,None,None,None,None,None,None,None,None,None
1953,"[[26.001622  89.8916575]
 [26.0031552 89.8969153]
 [26.0038233 89.89691  ]
 [26.0034379 89.897384 ]]",[[26.001622  89.8916575]],None,None,None,None,None,None,None,None,None,None
1954,None,None,None,None,None,None,None,None,None,None,None,None
1955,"[[26.0294414 89.892206 ]
 [26.0246403 89.8999558]]",None,None,None,None,None,None,None,None,None,None,None
1956,None,None,None,None,None,None,None,None,None,None,None,None
1957,[[26.047586 89.893517]],None,None,None,None,None,None,None,None,None,None,None
1958,[[26.05022   89.8996196]],None,None,None,None,"[[26.0532037 89.8904009]
 [26.0531947 89.8904334]]",None,None,None,"[[26.050106  89.8913451]
 [26.0504009 89.8919881]
 [26.0504967 89.8923204]]",None,None
1959,"[[26.0648065 89.8904518]
 [26.0649394 89.8904643]
 [26.0638251 89.8932646]
 [26.0635143 89.8937754]]",None,None,None,None,None,None,None,None,None,None,None
1960,None,None,None,None,None,None,None,None,None,[[26.0794808 89.8934888]],None,[[26.0793335 89.8972711]]
1961,None,None,None,None,None,None,None,None,None,None,None,None
1962,None,None,None,None,None,None,None,None,None,None,None,None
1963,None,None,None,None,None,None,None,None,None,None,None,None
1964,None,None,None,None,None,None,None,None,None,None,None,None
1965,"[[26.1203676 89.8909565]
 [26.1203983 89.8917558]]",None,None,None,None,None,None,None,None,None,None,None
1966,None,None,None,None,None,None,None,None,None,None,None,None
1967,None,None,None,None,None,None,None,None,None,None,None,None
1968,None,None,None,None,None,None,None,None,None,None,None,None
1969,None,None,None,None,None,None,None,None,None,None,None,None
1970,None,None,None,None,None,None,None,None,None,None,None,None
1971,None,None,None,None,None,None,None,None,None,None,None,None
1972,None,None,None,None,None,None,None,None,None,None,None,None
1973,None,None,None,None,None,None,None,None,None,None,None,None
1974,None,None,None,None,None,None,None,None,None,None,None,None
1975,None,None,None,None,None,None,None,None,None,None,None,None
1976,None,None,None,None,None,None,None,None,None,None,None,None
1977,[[26.2495582 89.8914262]],None,None,None,None,None,None,None,None,None,None,None
1978,None,None,None,None,None,None,None,None,None,None,None,None
1979,None,None,None,None,None,None,None,None,None,None,None,None
1980,None,None,None,None,None,None,None,None,None,None,None,None
1981,None,None,None,None,None,None,None,None,None,None,None,None
1982,[[26.2995091 89.8907059]],None,None,None,None,None,None,None,None,None,None,None
1983,None,None,None,None,None,None,None,None,None,None,None,None
1984,[[26.3145725 89.8937754]],None,None,None,None,None,None,None,None,None,None,None
1985,None,None,None,None,None,None,None,None,None,None,None,None
1986,"[[26.3387675 89.8937212]
 [26.3337614 89.8949443]]",None,None,None,None,None,None,None,None,None,None,None
1987,"[[26.3464875 89.8984204]
 [26.3468721 89.898128 ]]",None,None,None,None,None,None,None,None,None,None,None
1988,[[26.3516482 89.8911962]],None,None,None,None,None,None,None,None,None,None,None
1989,[[26.3638519 89.8970273]],None,None,None,None,None,None,None,None,None,None,None
1990,None,None,None,None,None,None,None,None,None,None,None,None
1991,None,None,None,None,None,None,None,None,None,None,None,None
1992,None,None,None,None,None,None,None,None,None,None,None,None
1993,[[26.4045994 89.8996196]],None,None,None,None,None,None,None,None,None,None,None
1994,None,None,None,None,None,None,None,None,None,None,None,None
1995,[[25.4736   89.904861]],None,None,None,None,None,None,None,None,None,None,None
1996,"[[25.4856046 89.904338 ]
 [25.4812971 89.908484 ]
 [25.4860631 89.9053485]]",None,None,None,None,None,None,None,None,None,None,None
1997,"[[25.4904384 89.9086118]
 [25.498012  89.9057955]]",None,None,None,None,None,None,None,None,None,None,None
1998,None,None,None,None,None,None,None,None,None,None,None,None
1999,None,None,None,None,None,None,None,None,None,None,None,None
2000,"[[25.522634  89.9080502]
 [25.5279663 89.9001674]]",None,None,None,None,None,None,None,None,None,None,None
2001,None,None,None,None,None,None,None,None,None,None,None,None
2002,None,None,None,None,None,None,None,None,None,None,None,None
2003,None,None,None,None,None,None,None,None,None,None,None,None
2004,[[25.5677028 89.909519 ]],None,None,None,None,None,None,None,None,None,None,None
2005,None,None,None,None,None,None,None,None,None,None,None,None
2006,None,None,None,None,None,None,None,None,None,None,None,None
2007,"[[25.599819  89.9076576]
 [25.5945224 89.9079503]
 [25.5947239 89.9089684]]",None,None,None,None,None,None,None,None,None,None,None
2008,"[[25.6027422 89.9071587]
 [25.6006159 89.9072241]]",None,None,None,None,None,None,None,None,None,None,None
2009,[[25.618659  89.9099069]],None,None,None,None,None,None,None,None,[[25.6185728 89.9060657]],None,[[25.6171764 89.9097588]]
2010,"[[25.6211031 89.9050695]
 [25.6270888 89.9061002]]",None,None,None,None,None,None,None,None,None,None,None
2011,None,None,None,None,None,None,None,None,None,None,None,None
2012,"[[25.6459376 89.9089282]
 [25.6462267 89.9089467]
 [25.6496617 89.907495 ]]",None,None,None,None,None,None,None,None,None,None,None
2013,[[25.6596061 89.9033211]],[[25.6596061 89.9033211]],None,None,None,None,None,None,None,None,None,None
2014,[[25.6616977 89.9058602]],None,None,None,None,None,None,None,None,None,None,None
2015,None,None,None,None,None,None,None,None,None,None,None,None
2016,"[[25.6835178 89.9089683]
 [25.6835179 89.9089684]]",None,None,None,None,None,None,None,None,None,None,None
2017,"[[25.699156  89.900835 ]
 [25.6988935 89.9007727]
 [25.6941796 89.9077722]]",None,None,None,None,None,None,None,None,None,None,None
2018,"[[25.7090475 89.9007037]
 [25.7050169 89.9007241]
 [25.7058235 89.9013661]
 [25.70509   89.900361 ]
 [25.7051842 89.9003003]
 [25.7060905 89.9011016]
 [25.7059289 89.900762 ]
 [25.7063179 89.9004709]
 [25.7088346 89.9004745]
 [25.7055218 89.9009344]]",[[25.70509  89.900361]],None,None,None,[[25.7072012 89.9009618]],None,None,[[25.7055218 89.9009344]],"[[25.7055218 89.9009344]
 [25.706282  89.9003305]]",None,[[25.7061621 89.9006989]]
2019,"[[25.7133611 89.9095264]
 [25.7145838 89.9007883]]",None,None,None,None,None,None,None,None,None,None,None
2020,"[[25.7228773 89.9010694]
 [25.7232651 89.900934 ]
 [25.7236291 89.9008495]
 [25.7205013 89.900135 ]]",None,None,None,None,None,None,[[25.7243839 89.9000528]],"[[25.7211411 89.9048138]
 [25.7236931 89.9027679]]","[[25.7210988 89.9044261]
 [25.7216511 89.905139 ]
 [25.7211411 89.9048138]
 [25.7222391 89.9018553]]",None,None
2021,"[[25.7393226 89.9011465]
 [25.7358899 89.9083489]]",[[25.7358899 89.9083489]],None,None,None,None,None,None,None,None,None,None
2022,None,None,None,None,None,None,None,None,None,None,None,None
2023,[[25.7537049 89.9013114]],None,None,None,None,None,None,None,None,None,None,None
2024,[[25.7675318 89.900433 ]],None,None,None,None,None,None,[[25.7673693 89.9017913]],None,None,None,None
2025,None,None,None,None,None,None,None,None,None,None,None,None
2026,None,None,None,None,None,None,None,None,None,None,None,None
2027,None,None,None,None,None,None,None,None,None,None,None,None
2028,None,None,None,None,None,None,None,None,None,None,None,None
2029,None,None,None,None,None,None,None,None,None,None,None,None
2030,None,None,None,None,None,None,None,None,None,None,None,None
2031,None,None,None,None,None,None,None,None,None,None,None,None
2032,None,None,None,None,None,None,None,None,None,None,None,None
2033,None,None,None,None,None,None,None,None,None,None,None,None
2034,None,None,None,None,None,None,None,None,None,None,None,None
2035,None,None,None,None,None,None,None,None,None,None,None,None
2036,None,None,None,None,None,None,None,None,None,None,None,None
2037,None,None,None,None,None,None,None,None,None,None,None,None
2038,None,None,None,None,None,None,None,None,None,None,None,None
2039,None,None,None,None,None,None,None,None,None,None,None,None
2040,None,None,None,None,None,None,None,None,None,None,None,None
2041,None,None,None,None,None,None,None,None,None,None,None,None
2042,None,None,None,None,None,None,None,None,None,None,None,None
2043,None,None,None,None,None,None,None,None,None,None,None,None
2044,None,None,None,None,None,None,None,None,None,None,None,None
2045,None,None,None,None,None,None,None,None,None,None,None,None
2046,None,None,None,None,None,None,None,None,None,None,None,None
2047,None,None,None,None,None,None,None,None,None,None,None,None
2048,"[[26.0004564 89.9057649]
 [26.0044571 89.900649 ]
 [26.0059796 89.9037372]
 [26.004595  89.9004223]
 [26.0042222 89.9000274]
 [26.007152  89.905851 ]
 [26.0072524 89.9058783]]",None,None,None,None,None,None,None,None,None,None,None
2049,[[26.0125659 89.9029382]],[[26.0125659 89.9029382]],None,None,None,None,None,None,None,None,None,None
2050,[[26.0255219 89.9015757]],None,None,None,None,None,None,None,None,None,None,None
2051,None,None,None,None,None,[[26.038402  89.9042943]],None,None,None,None,None,None
2052,"[[26.045196  89.902727 ]
 [26.0416093 89.9086829]]",None,None,None,None,None,[[26.0456118 89.9029   ]],None,None,None,None,None
2053,"[[26.0575926 89.906181 ]
 [26.0561367 89.9089683]]",None,None,None,None,None,None,None,None,None,None,None
2054,None,None,None,None,None,None,None,None,None,None,None,None
2055,None,None,None,None,None,None,None,None,None,None,None,None
2056,"[[26.0807173 89.9006238]
 [26.08686   89.907175 ]
 [26.0874276 89.9075664]]",None,None,None,None,None,None,None,None,None,None,None
2057,"[[26.0975031 89.9042943]
 [26.0902361 89.901516 ]]",None,None,None,None,None,[[26.0906869 89.9091714]],None,None,None,None,None
2058,None,None,None,None,None,None,None,None,None,None,None,None
2059,"[[26.1107966 89.9007883]
 [26.1139484 89.9027595]]",None,None,None,None,None,None,None,None,None,None,None
2060,"[[26.124017  89.9037888]
 [26.124367  89.903785 ]
 [26.1215973 89.9074383]]",None,None,None,None,[[26.1249878 89.9005075]],None,None,None,[[26.121965 89.907322]],None,None
2061,None,None,None,None,None,None,None,None,None,None,None,None
2062,None,None,None,None,None,None,None,None,None,None,None,None
2063,None,None,None,None,None,None,None,None,None,None,None,None
2064,None,None,None,None,None,None,None,None,None,None,None,None
2065,None,None,None,None,None,None,None,None,None,None,None,None
2066,None,None,None,None,None,None,None,None,None,None,None,None
2067,[[26.193642  89.9038009]],None,None,None,[[26.1904026 89.9018073]],[[26.1911754 89.9027754]],None,None,None,[[26.192436 89.903398]],None,None
2068,None,None,None,None,None,None,None,None,None,None,None,None
2069,None,None,None,None,None,None,None,None,None,None,None,None
2070,None,None,None,None,None,None,None,None,None,None,None,None
2071,[[26.2392892 89.9042943]],None,None,None,None,None,None,None,None,None,None,None
2072,[[26.2472611 89.9092696]],None,None,None,None,None,None,None,None,None,None,None
2073,None,None,None,None,None,None,None,None,None,None,None,None
2074,None,None,None,None,None,None,None,None,None,None,None,None
2075,None,None,None,None,None,None,None,None,None,None,None,None
2076,None,None,None,None,None,None,None,None,None,None,None,None
2077,None,None,None,None,None,None,None,None,None,None,None,None
2078,None,None,None,None,None,None,None,None,None,None,None,None
2079,None,None,None,None,None,None,None,None,None,None,None,None
2080,None,None,None,None,None,None,None,None,None,None,None,None
2081,[[26.3337679 89.9042943]],None,None,None,None,None,None,None,None,None,None,None
2082,None,None,None,None,None,None,None,None,None,None,None,None
2083,[[26.3575414 89.9024326]],None,None,None,None,None,None,None,None,None,None,None
2084,[[26.3694651 89.9099643]],None,None,None,None,None,None,None,None,None,None,None
2085,None,None,None,None,None,None,None,None,None,None,None,None
2086,[[26.3894829 89.9062819]],None,None,None,None,None,None,None,None,None,None,None
2087,[[26.3957509 89.9066314]],None,None,None,None,None,None,None,None,None,None,None
2088,None,None,None,None,None,None,None,None,None,None,None,None
2089,"[[26.4194765 89.9014992]
 [26.4186727 89.9011163]]",None,None,None,None,None,None,None,None,None,None,None
2090,[[25.475588  89.9116713]],None,None,None,None,None,None,None,None,None,None,None
2091,[[25.4880303 89.9191438]],None,None,None,None,None,None,None,None,None,None,None
2092,None,None,None,None,None,None,None,None,None,None,None,None
2093,"[[25.5037019 89.912158 ]
 [25.5030285 89.9128902]
 [25.5029427 89.9129765]]",None,None,None,None,None,None,None,None,None,None,None
2094,None,None,None,None,None,None,None,None,None,None,None,None
2095,None,None,None,None,None,None,None,None,None,None,None,None
2096,None,None,None,None,None,None,None,None,None,None,None,None
2097,[[25.5490432 89.9171747]],None,None,None,None,None,None,None,None,None,None,None
2098,[[25.5573049 89.9173538]],None,None,None,None,None,None,None,None,None,None,None
2099,None,None,None,None,None,None,None,None,None,None,None,None
2100,[[25.5754836 89.9124736]],None,None,None,None,None,None,None,None,None,None,None
2101,None,None,None,None,None,None,None,None,None,None,None,None
2102,"[[25.5999711 89.9107324]
 [25.5996569 89.9110958]
 [25.5996059 89.911078 ]
 [25.5905403 89.9193101]
 [25.5972795 89.9192399]
 [25.5939405 89.9190545]]",[[25.5999711 89.9107324]],None,None,None,None,None,None,None,"[[25.5988448 89.9125322]
 [25.5988569 89.912612 ]
 [25.5987731 89.9126341]]",None,[[25.5991891 89.9182353]]
2103,"[[25.6020495 89.9114935]
 [25.6026488 89.9124601]
 [25.602647  89.9124661]]",None,None,None,None,None,None,None,None,None,None,None
2104,None,None,None,None,None,None,None,None,None,None,None,None
2105,"[[25.6222408 89.9106989]
 [25.6226443 89.9106767]
 [25.6223115 89.9110791]
 [25.6268824 89.911749 ]
 [25.6281643 89.9113161]
 [25.629748  89.9122985]]",None,None,None,None,None,[[25.6228835 89.911073 ]],None,None,[[25.6207513 89.9155101]],None,None
2106,"[[25.6306443 89.9123555]
 [25.6314668 89.9132466]
 [25.6378082 89.9190764]]",None,None,None,None,None,None,None,None,None,None,None
2107,None,None,None,None,None,None,None,None,None,None,None,None
2108,[[25.6508282 89.9116768]],[[25.6508282 89.9116768]],None,None,None,None,None,None,None,None,None,None
2109,"[[25.6665283 89.9154494]
 [25.6682829 89.9102419]]",None,None,None,None,None,None,None,None,None,None,None
2110,"[[25.6715612 89.9167041]
 [25.6708043 89.9154367]]",None,None,None,None,None,None,None,None,None,None,None
2111,None,None,None,None,None,None,None,None,None,None,None,None
