Grid_number,school,primary_school,bus_station,taxi_stand,train_station,bank,local_government_office,police,doctor,hospital,department_store,supermarket
2784,None,None,None,None,None,None,None,None,None,None,None,None
2785,None,None,None,None,None,None,None,None,None,None,None,None
2786,None,None,None,None,None,None,None,None,None,None,None,None
2787,None,None,None,None,None,None,None,None,None,None,None,[[27.4681059 79.9721019]]
2788,[[27.4712942 79.9795262]],None,None,None,None,None,None,None,None,[[27.4712942 79.9795262]],None,None
2789,None,None,None,None,None,None,None,None,None,None,None,None
2790,"[[27.4976634 79.9731708]
 [27.4947272 79.9724245]]",[[27.4976634 79.9731708]],None,None,None,None,None,None,None,None,None,None
2791,None,None,None,None,None,None,None,None,None,None,None,None
2792,[[27.5192132 79.9795739]],None,None,None,None,None,None,None,None,None,None,None
2793,[[27.525049  79.9736217]],None,None,None,None,None,None,None,None,None,None,None
2794,[[27.5303615 79.9786998]],None,None,None,None,None,None,None,None,None,None,None
2795,None,None,None,None,None,None,None,None,None,None,None,None
2796,None,None,None,None,None,None,None,None,None,None,None,None
2797,[[27.5690876 79.9766195]],None,None,None,None,None,None,None,None,None,None,None
2798,None,None,None,None,None,None,None,None,None,None,None,None
2799,None,None,None,None,None,None,None,None,None,None,None,None
2800,None,None,None,None,None,None,None,None,None,None,None,None
2801,"[[27.6074    79.9751   ]
 [27.6040718 79.9772397]
 [27.6077009 79.975731 ]]",[[27.6077009 79.975731 ]],None,None,None,None,None,None,None,None,None,[[27.6040672 79.977234 ]]
2802,[[27.6106314 79.9736699]],None,None,None,None,None,None,None,None,None,None,None
2803,None,None,None,None,None,None,None,None,None,None,None,None
2804,None,None,None,None,None,None,None,None,None,None,None,None
2805,None,None,None,None,[[27.6446934 79.9740771]],[[27.6465885 79.9735434]],None,None,None,[[27.648507  79.9717829]],None,None
2806,None,None,None,None,None,None,None,None,None,None,None,None
2807,None,None,None,None,None,None,None,None,None,None,None,None
2808,None,None,None,None,None,None,None,None,None,None,None,None
2809,None,None,None,None,None,None,None,None,None,None,None,None
2810,None,None,None,None,None,None,None,None,None,None,None,None
2811,None,None,None,None,None,None,None,None,None,None,None,None
2812,[[27.7119887 79.9745404]],None,None,None,None,None,None,None,None,None,None,None
2813,None,None,None,None,None,None,None,None,None,None,None,None
2814,[[27.7341161 79.9710261]],None,None,None,None,None,None,None,None,None,None,None
2815,None,None,None,None,None,None,None,None,None,None,None,None
2816,None,None,None,None,None,None,None,None,None,None,None,None
2817,None,None,None,None,None,None,None,None,None,None,None,None
2818,None,None,None,None,None,None,None,None,None,None,None,None
2819,None,None,None,None,None,None,None,None,None,None,None,None
2820,None,None,None,None,None,None,None,None,None,None,None,None
2821,[[26.899974  79.9800041]],None,None,None,None,None,None,None,None,None,None,None
2822,"[[26.9013631 79.9809891]
 [26.9005953 79.9816831]]",None,None,None,None,None,None,None,None,None,None,None
2823,None,None,None,None,None,None,None,None,None,[[26.9188796 79.9823124]],None,None
2824,None,None,None,None,None,None,None,None,None,None,None,None
2825,None,None,None,None,None,None,None,None,None,None,None,None
2826,None,None,None,None,None,None,None,None,None,None,None,None
2827,None,None,None,None,None,None,None,None,None,None,None,None
2828,[[26.9608519 79.9859234]],None,None,None,None,None,None,None,None,None,None,None
2829,"[[26.9711804 79.9882599]
 [26.9795799 79.9878053]
 [26.9782286 79.9869878]]",[[26.9782286 79.9869878]],None,None,None,None,None,None,None,None,None,None
2830,None,None,None,None,None,None,None,None,None,None,None,None
2831,[[26.9945826 79.9845266]],[[26.9945826 79.9845266]],None,None,None,None,None,None,None,None,None,None
2832,None,None,None,None,None,None,None,None,None,None,None,None
2833,[[27.0135906 79.9895028]],None,None,None,None,None,None,None,None,None,None,None
2834,None,None,None,None,None,None,None,None,None,None,None,None
2835,None,None,None,None,None,None,None,None,None,None,None,None
2836,None,None,None,None,None,None,None,None,None,None,None,None
2837,None,None,None,None,None,None,None,None,None,None,None,None
2838,None,None,None,None,None,None,None,None,None,None,None,None
2839,None,None,None,None,None,None,None,None,None,None,None,None
2840,None,None,None,None,None,None,None,None,None,None,None,None
2841,None,None,None,None,None,None,None,None,None,None,None,None
2842,None,None,None,None,None,None,None,None,None,None,None,None
2843,None,None,None,None,None,None,None,None,None,None,None,None
2844,None,None,None,None,None,None,None,None,None,None,None,None
2845,[[27.1310497 79.9856986]],None,None,None,None,None,None,None,None,None,None,None
2846,None,None,None,None,None,None,None,None,None,None,None,None
2847,None,None,None,None,None,None,None,None,None,None,None,None
2848,None,None,None,None,None,None,None,None,None,None,None,None
2849,[[27.1797991 79.9860699]],None,None,None,None,None,None,None,[[27.1789354 79.9839908]],[[27.1791019 79.9857608]],None,None
2850,None,None,None,None,None,None,None,None,None,None,None,None
2851,None,None,None,None,None,None,None,None,None,None,None,None
2852,None,None,None,None,None,None,None,None,None,None,None,None
2853,None,None,None,None,None,None,None,None,None,None,None,None
2854,None,None,None,None,None,None,None,None,None,None,None,None
2855,None,None,None,None,None,None,None,None,None,None,None,None
2856,"[[27.24850955 79.9817254 ]
 [27.2476194  79.9837122 ]]",None,None,None,None,None,None,None,None,None,None,None
2857,None,None,None,None,None,None,None,None,None,None,None,None
2858,None,None,None,None,None,None,None,None,None,None,None,None
2859,"[[27.2789125 79.9822126]
 [27.2750347 79.9895002]]",[[27.2750347 79.9895002]],None,None,None,None,None,None,None,None,None,None
2860,None,None,None,None,None,None,None,None,None,None,None,None
2861,None,None,None,None,None,None,None,None,None,None,None,None
2862,[[27.3066877 79.9862855]],None,None,None,None,None,None,None,None,None,None,None
2863,None,None,None,None,None,None,None,None,None,None,None,None
2864,None,None,None,None,None,None,None,None,None,None,None,[[27.3259967 79.9814499]]
2865,None,None,None,None,None,None,None,None,None,None,None,None
2866,None,None,None,None,None,None,None,None,None,None,None,None
2867,None,None,None,None,None,None,None,None,None,None,None,None
2868,None,None,None,None,None,None,None,None,None,None,None,None
2869,None,None,None,None,None,None,None,None,None,None,None,None
2870,None,None,None,None,None,None,None,None,None,None,None,None
2871,None,None,None,None,None,None,None,None,None,None,None,None
2872,[[27.4037295 79.9879551]],None,None,None,None,None,None,None,None,None,None,None
2873,None,None,None,None,None,None,None,None,None,None,None,None
2874,None,None,None,None,None,None,None,None,None,None,None,None
2875,None,None,None,None,None,None,None,None,None,None,None,None
2876,None,None,None,None,None,None,None,None,None,None,None,None
2877,[[27.4572189 79.9885073]],None,None,None,None,None,None,None,None,None,None,None
2878,None,None,None,None,None,None,None,None,None,None,None,None
2879,[[27.472518 79.985451]],None,None,None,None,None,None,None,None,None,None,None
2880,"[[27.4861712 79.9884919]
 [27.4866036 79.9876867]
 [27.4881833 79.9898977]
 [27.489594  79.9848625]]",None,None,None,None,[[27.4864882 79.9877048]],None,None,None,None,None,None
2881,None,None,None,None,None,None,None,None,None,None,None,None
2882,None,None,None,None,None,None,None,None,None,None,None,None
2883,None,None,None,None,None,None,None,None,None,None,None,None
2884,None,None,None,None,None,None,None,None,None,None,None,None
2885,None,None,None,None,None,None,None,None,None,None,None,None
2886,None,None,None,None,None,None,None,None,None,None,None,None
2887,None,None,None,None,None,None,None,None,None,None,None,None
2888,None,None,None,None,None,None,None,None,None,None,None,None
2889,None,None,None,None,None,None,None,None,None,None,None,None
2890,None,None,None,None,None,None,None,None,None,None,None,None
2891,None,None,None,None,None,None,None,None,None,None,None,None
2892,None,None,None,None,None,None,None,None,None,None,None,None
2893,None,None,None,None,None,None,None,None,None,None,None,None
2894,None,None,None,None,None,None,None,None,None,None,None,None
2895,None,None,None,None,None,None,None,None,None,None,None,None
2896,None,None,None,None,None,None,None,None,None,None,None,None
2897,None,None,None,None,None,None,None,None,None,None,None,None
2898,[[27.6696625 79.9835221]],None,None,None,None,None,None,None,None,None,None,None
2899,None,None,None,None,None,None,None,None,None,None,None,None
2900,None,None,None,None,None,None,None,None,None,None,None,None
2901,None,None,None,None,None,None,None,None,None,None,None,None
2902,None,None,None,None,None,None,None,None,None,None,None,None
2903,None,None,None,None,None,None,None,None,None,None,None,None
2904,None,None,None,None,None,None,None,None,None,None,None,None
2905,[[27.7349305 79.9822126]],None,None,None,None,None,None,None,None,None,None,None
2906,None,None,None,None,None,None,None,None,None,None,None,None
2907,"[[27.7524162 79.9881335]
 [27.7538796 79.9880688]]",None,None,None,None,None,None,None,None,None,None,None
2908,None,None,None,None,None,None,None,None,None,None,None,[[27.7615022 79.987474 ]]
2909,[[27.7736967 79.9854767]],None,None,None,None,None,None,None,None,None,None,None
2910,None,None,None,None,None,[[27.7807709 79.9804684]],None,None,None,None,None,None
2911,[[27.7912876 79.9840924]],None,None,None,None,None,None,None,None,None,None,None
2912,None,None,None,None,None,None,None,None,None,None,None,None
2913,[[26.9076209 79.9994648]],None,None,None,None,None,None,None,None,None,None,None
2914,None,None,None,None,None,None,None,None,None,None,None,None
2915,None,None,None,None,None,None,None,None,None,None,None,None
2916,[[26.935557  79.9938701]],None,None,None,None,None,None,None,None,None,None,None
2917,"[[26.9453837 79.9900285]
 [26.9487732 79.9907409]]",None,None,None,None,None,None,None,None,None,None,None
2918,"[[26.9556066 79.9958784]
 [26.9573641 79.9983859]
 [26.9550047 79.999147 ]]",None,None,None,[[26.9581553 79.9984629]],None,None,None,None,None,None,[[26.955324  79.9947956]]
2919,[[26.9689474 79.9974089]],None,None,None,None,None,None,None,None,None,None,None
2920,None,None,None,None,None,None,None,None,None,None,None,None
2921,None,None,None,None,None,None,None,None,None,None,None,None
2922,[[26.9975885 79.990984 ]],None,None,None,None,None,None,None,None,None,None,None
2923,None,None,None,None,None,None,None,None,None,None,None,None
2924,"[[27.0171767 79.9942737]
 [27.0158067 79.9985893]]",None,None,None,None,None,None,None,None,None,None,None
2925,None,None,None,None,None,None,None,None,None,None,None,None
2926,None,None,None,None,None,None,None,None,None,None,None,None
2927,None,None,None,None,None,None,None,None,None,None,None,None
2928,None,None,None,None,None,None,None,None,None,None,None,None
2929,None,None,None,None,None,None,None,None,None,None,None,None
2930,None,None,None,None,None,None,None,None,None,None,None,None
2931,None,None,None,None,None,None,None,None,None,None,None,None
2932,None,None,None,None,None,None,None,None,None,None,None,None
2933,"[[27.1042063 79.9935679]
 [27.1072547 79.9945414]
 [27.1072095 79.9956038]
 [27.107251  79.997543 ]
 [27.1036079 79.999229 ]
 [27.1076741 79.997625 ]]",[[27.107251 79.997543]],None,None,None,None,None,None,None,None,None,None
2934,None,None,None,None,None,None,None,None,None,None,None,None
2935,None,None,None,None,None,None,None,None,None,None,None,None
2936,None,None,None,None,None,None,None,None,None,None,None,None
2937,None,None,None,None,None,None,None,None,None,None,None,None
2938,[[27.1506974 79.9924329]],None,None,None,None,None,None,None,None,None,None,None
2939,None,None,None,None,None,None,None,None,None,None,None,None
2940,None,None,None,None,None,None,None,None,None,None,None,None
2941,None,None,None,None,None,None,None,None,None,None,None,None
2942,None,None,None,None,None,None,None,None,None,None,None,None
2943,None,None,None,None,None,None,None,None,None,None,None,None
2944,None,None,None,None,None,None,None,None,None,None,None,None
2945,None,None,None,None,None,None,None,None,None,None,None,None
2946,None,None,None,None,None,None,None,None,None,None,None,None
2947,[[27.2412335  79.99461595]],None,None,None,None,None,None,None,None,None,None,None
2948,None,None,None,None,None,None,None,None,None,None,None,None
2949,None,None,None,None,None,None,None,None,None,None,None,None
2950,None,None,None,None,None,None,None,None,None,None,None,None
2951,None,None,None,None,None,None,None,None,None,None,None,None
2952,None,None,None,None,None,None,None,None,None,None,None,None
2953,None,None,None,None,None,None,None,None,None,None,None,None
2954,[[27.3139548 79.9913029]],None,None,None,None,None,None,None,None,None,None,"[[27.3100997 79.9916964]
 [27.3130552 79.9919994]]"
2955,None,None,None,None,None,None,[[27.3293723 79.9927971]],None,None,None,None,None
2956,None,None,None,None,None,None,None,None,None,None,None,None
2957,None,None,None,None,None,None,None,None,None,None,None,None
2958,None,None,None,None,None,None,None,None,None,None,None,None
2959,None,None,None,None,None,None,None,None,None,None,None,None
2960,[[27.3703827 79.9914025]],None,None,None,None,None,None,None,None,None,None,None
2961,[[27.381976 79.99917 ]],None,None,None,None,None,None,None,None,None,None,None
2962,[[27.3985677 79.9967873]],None,None,None,None,None,None,None,None,None,None,None
2963,"[[27.4010882 79.9961903]
 [27.40207   79.998396 ]
 [27.4019882 79.9989914]]",None,None,None,None,None,None,None,[[27.4015387 79.9970777]],"[[27.4018587 79.9916106]
 [27.4014539 79.9948209]]",None,"[[27.4006993 79.995916 ]
 [27.4013438 79.9960154]]"
2964,None,None,None,None,None,None,None,None,None,None,None,None
2965,"[[27.4221148 79.991859 ]
 [27.4248501 79.9908816]]",None,None,None,None,None,None,None,None,[[27.422122  79.9918778]],None,None
2966,None,None,None,None,None,None,None,None,None,None,None,None
2967,None,None,None,None,None,None,None,None,None,None,None,None
2968,None,None,None,None,None,None,None,None,None,None,None,None
2969,None,None,None,None,None,None,None,None,None,None,None,None
2970,None,None,None,None,None,None,None,None,None,[[27.4758085 79.9919994]],None,None
2971,None,None,None,None,None,None,None,None,None,None,None,None
2972,None,None,None,None,None,None,None,None,None,None,None,None
2973,None,None,None,None,None,None,None,None,None,None,None,None
2974,None,None,None,None,None,None,None,None,None,None,None,None
2975,None,None,None,None,None,None,None,None,None,None,None,None
2976,None,None,None,None,None,None,None,None,None,None,None,None
2977,None,None,None,None,None,None,None,None,None,None,None,None
2978,"[[27.5573368 79.9934613]
 [27.5574911 79.9940234]]",None,None,None,None,None,None,None,None,None,None,None
2979,None,None,None,None,None,None,None,None,None,None,None,None
2980,None,None,None,None,None,None,None,None,None,None,None,None
2981,None,None,None,None,None,None,None,None,None,None,None,None
2982,None,None,None,None,None,None,None,None,None,None,None,None
2983,None,None,None,None,None,None,None,None,None,None,None,None
2984,[[27.6140992 79.9907727]],None,None,None,None,None,None,None,None,[[27.6155222 79.998119 ]],None,None
2985,None,None,None,None,None,None,None,None,None,None,None,None
2986,None,None,None,None,None,None,None,None,None,None,None,None
2987,None,None,None,None,None,None,None,None,None,None,None,None
2988,None,None,None,None,None,None,None,None,None,None,None,None
2989,[[27.6647525 79.9947956]],None,None,None,None,None,None,None,None,None,None,None
2990,None,None,None,None,None,None,None,None,None,None,None,None
2991,None,None,None,None,None,None,[[27.6816935 79.9943378]],None,None,None,None,None
2992,None,None,None,None,None,None,None,None,None,None,None,None
2993,[[27.7002801 79.9946967]],[[27.7002801 79.9946967]],None,None,None,None,None,None,None,None,None,None
2994,None,None,None,None,None,None,None,None,None,None,None,None
2995,None,None,None,None,None,None,None,None,None,None,None,None
2996,None,None,None,None,None,None,None,None,None,None,None,None
2997,None,None,None,None,None,None,None,None,None,None,None,None
2998,"[[27.7593916 79.9990726]
 [27.7524373 79.9999067]]",[[27.7593916 79.9990726]],None,None,None,None,None,None,None,None,None,None
2999,None,None,None,None,None,None,None,None,None,None,None,None
3000,None,None,None,None,None,None,None,None,None,None,None,None
3001,None,None,None,None,None,None,None,None,None,None,None,None
3002,None,None,None,None,None,None,None,None,None,None,None,None
3003,None,None,None,None,None,None,None,None,None,None,None,None
3004,"[[26.9014902 80.007208 ]
 [26.905018  80.0035009]]",None,None,None,None,None,None,None,[[26.9041848 80.0026894]],None,None,None
3005,None,None,None,None,None,None,None,None,None,None,None,None
3006,None,None,None,None,None,None,None,None,None,None,None,None
3007,None,None,None,None,None,None,None,None,None,None,None,None
3008,None,None,None,None,None,None,None,None,None,None,None,None
3009,None,None,None,None,None,None,None,None,None,None,None,None
3010,"[[26.9614063  80.0095347 ]
 [26.96350105 80.00760045]]",None,None,None,None,None,None,None,None,None,None,None
3011,None,None,None,None,None,None,None,None,None,None,None,None
3012,None,None,None,None,None,None,None,None,None,None,None,None
3013,None,None,None,None,None,None,None,None,None,None,None,None
3014,None,None,None,None,None,None,None,None,None,None,None,None
3015,"[[27.0166104 80.0097761]
 [27.0158651 80.000937 ]]",None,None,None,None,None,None,None,None,None,None,None
3016,None,None,None,None,None,None,None,None,None,None,None,None
3017,None,None,None,None,None,None,None,None,None,None,None,None
3018,None,None,None,None,None,None,None,None,None,None,None,None
3019,None,None,None,None,None,None,None,None,None,None,None,None
3020,None,None,None,None,None,None,None,None,None,None,None,None
3021,None,None,None,None,None,None,None,None,None,None,None,None
3022,None,None,None,None,None,None,None,None,None,None,None,None
3023,[[27.0974376 80.0099975]],None,None,None,None,None,None,None,None,[[27.094062  80.0090053]],None,None
3024,"[[27.1018976 80.0024883]
 [27.1022432 80.0019974]]",None,None,None,None,None,None,None,None,None,None,None
3025,None,None,None,None,None,None,None,None,None,None,None,None
3026,None,None,None,None,None,None,None,None,None,None,None,None
3027,[[27.1322578 80.0003509]],None,None,None,None,None,None,None,None,None,None,None
3028,"[[27.1455239 80.0020123]
 [27.1454559 80.0018399]]",None,None,None,None,None,None,None,None,None,None,None
3029,None,None,None,None,None,None,None,None,None,None,None,None
3030,None,None,None,None,None,None,None,None,None,None,None,None
3031,None,None,None,None,None,None,None,None,None,None,None,None
3032,[[27.1862012 80.0025969]],None,None,None,None,None,None,None,None,None,None,None
3033,None,None,None,None,None,None,None,None,None,None,None,None
3034,None,None,None,None,None,None,None,None,None,None,None,None
3035,None,None,None,None,None,None,None,None,None,None,None,None
3036,None,None,None,None,None,None,None,None,None,None,None,None
3037,None,None,None,None,None,None,None,None,None,None,None,None
3038,None,None,None,None,None,None,None,None,None,None,None,None
3039,None,None,None,None,None,None,None,None,None,None,None,None
3040,None,None,None,None,None,None,None,None,None,None,None,None
3041,None,None,None,None,None,None,None,None,None,None,None,None
3042,None,None,None,None,None,None,None,None,None,None,None,None
3043,None,None,None,None,None,None,None,None,None,None,None,None
3044,None,None,None,None,None,None,None,None,None,None,None,None
3045,"[[27.3199795 80.00691  ]
 [27.3198651 80.0069609]]",None,None,None,None,None,None,None,None,None,None,None
3046,"[[27.3213005 80.0073008]
 [27.3212193 80.0070696]]",None,None,None,None,None,None,None,None,None,None,None
3047,None,None,None,None,None,None,None,None,None,None,None,None
3048,None,None,None,None,None,None,None,None,None,None,None,None
3049,None,None,None,None,None,None,None,None,None,None,None,None
3050,None,None,None,None,None,None,None,None,None,None,None,None
3051,None,None,None,None,None,None,None,None,None,None,None,None
3052,None,None,None,None,None,None,None,None,None,None,None,None
3053,[[27.399317  80.0067403]],None,None,None,None,None,None,None,None,None,None,None
3054,None,None,None,None,None,None,None,None,None,None,None,None
3055,None,None,None,None,None,None,None,None,None,None,None,None
3056,None,None,None,None,None,None,None,None,None,None,None,None
3057,None,None,None,None,None,None,None,None,None,None,None,None
3058,None,None,None,None,None,None,None,None,None,None,None,None
3059,None,None,None,None,None,None,None,None,None,None,None,None
3060,None,None,None,None,None,None,None,None,None,None,None,None
3061,None,None,None,None,None,None,None,None,None,None,None,None
3062,None,None,None,None,None,None,None,None,None,None,None,None
3063,None,None,None,None,None,None,None,None,None,None,None,None
3064,None,None,None,None,None,None,None,None,None,None,None,None
3065,None,None,None,None,None,None,None,None,None,None,None,None
3066,None,None,None,None,None,None,None,None,None,None,None,None
3067,None,None,None,None,None,None,None,None,None,None,None,None
3068,None,None,None,None,None,None,None,None,None,[[27.5496289 80.0062357]],None,None
3069,[[27.5548378 80.0003875]],None,None,None,None,None,None,None,None,None,None,[[27.5500435 80.0065881]]
3070,None,None,None,None,None,None,None,None,None,None,None,None
3071,"[[27.5758907 80.0096606]
 [27.5751709 80.0085267]]",None,None,None,None,None,None,None,None,None,None,None
3072,None,None,None,None,None,None,None,None,None,None,None,None
3073,None,None,None,None,[[27.5992 80.0064]],None,None,None,None,None,None,None
3074,[[27.6025893 80.0066599]],None,None,None,None,None,None,None,None,None,None,[[27.6019189 80.0052842]]
3075,None,None,None,None,None,None,None,None,None,None,None,None
3076,None,None,None,None,None,None,None,None,None,None,None,None
3077,None,None,None,None,None,None,None,None,None,None,None,None
3078,None,None,None,None,None,None,None,None,None,None,None,None
3079,None,None,None,None,None,None,None,None,None,None,None,None
3080,"[[27.6625365 80.0072348]
 [27.6625848 80.0072549]]",None,None,None,None,None,None,None,None,None,None,None
3081,None,None,None,None,None,None,None,None,None,None,None,None
3082,None,None,None,None,None,None,None,None,None,None,None,None
3083,None,None,None,None,None,None,None,None,None,None,None,None
3084,None,None,None,None,None,None,None,None,None,None,None,None
3085,None,None,None,None,None,None,None,None,None,None,None,None
3086,None,None,None,None,None,None,None,None,None,None,None,None
3087,None,None,None,None,None,None,None,None,None,None,None,None
3088,None,None,None,None,None,None,None,None,None,None,None,None
3089,None,None,None,None,None,None,None,None,None,None,None,None
3090,None,None,None,None,None,None,None,None,None,None,None,None
3091,None,None,None,None,None,None,None,None,None,None,None,None
3092,None,None,None,None,None,None,None,None,None,None,None,None
3093,None,None,None,None,None,None,None,None,None,None,None,None
3094,[[26.8910475 80.0109766]],None,None,None,None,None,None,None,None,None,None,None
3095,None,None,None,None,None,None,None,None,None,None,None,None
3096,[[26.919085 80.01227 ]],None,None,None,None,None,None,None,None,None,None,None
3097,"[[26.9204993 80.0133815]
 [26.920493  80.0133932]
 [26.9216865 80.0158401]
 [26.9211764 80.0160734]
 [26.9200709 80.015998 ]
 [26.9203097 80.0163373]
 [26.9220042 80.017097 ]
 [26.9287199 80.0148443]
 [26.9206637 80.0186688]
 [26.9210975 80.0192971]
 [26.9212801 80.0193346]
 [26.9203155 80.0196068]
 [26.9203155 80.0196069]]",None,None,None,[[26.9204861 80.0188406]],"[[26.9204    80.0195   ]
 [26.9210864 80.0152148]
 [26.9209723 80.0153322]]",None,None,None,"[[26.9239386 80.0102654]
 [26.9210185 80.0157603]
 [26.9210893 80.0179654]
 [26.9205044 80.0181474]
 [26.9207531 80.0182443]]",None,"[[26.9202938 80.0142384]
 [26.9217554 80.0165015]]"
3098,None,None,None,None,None,None,None,None,None,None,None,None
3099,None,None,None,None,None,None,None,None,None,None,None,None
3100,None,None,None,None,None,None,None,None,None,None,None,None
3101,None,None,None,None,None,None,None,None,None,None,None,None
3102,None,None,None,None,None,None,None,None,None,None,None,None
3103,None,None,None,None,None,None,None,None,None,None,None,None
3104,None,None,None,None,None,None,None,None,None,None,None,None
3105,None,None,None,None,None,None,None,None,None,None,None,None
3106,None,None,None,None,None,None,None,None,None,None,None,None
3107,None,None,None,None,None,None,None,None,None,None,None,None
3108,"[[27.0338111 80.0127739]
 [27.033864  80.0129577]]",None,None,None,None,[[27.0350147 80.012438 ]],None,None,None,None,None,[[27.0346807 80.0124521]]
3109,"[[27.0464571 80.0127381]
 [27.0461719 80.0153483]]",[[27.0464571 80.0127381]],None,None,None,[[27.0471159 80.0127521]],None,None,None,None,None,None
3110,None,None,None,None,None,None,None,None,None,None,None,None
3111,None,None,None,None,None,None,None,None,None,[[27.0610016 80.0123662]],None,[[27.0603305 80.0123495]]
3112,[[27.0727657 80.0142176]],None,None,None,None,None,None,None,None,None,None,"[[27.0711979 80.0105188]
 [27.0721997 80.0115083]]"
3113,None,None,None,None,None,None,None,None,None,None,None,None
3114,None,None,None,None,None,None,None,None,None,None,None,None
3115,"[[27.1051345 80.0134994]
 [27.1051917 80.0135572]
 [27.1069854 80.0150813]]",None,None,None,None,None,None,None,None,None,None,None
3116,"[[27.11793555 80.01008605]
 [27.1111916  80.0110105 ]]",None,None,None,None,None,None,None,None,None,None,None
3117,None,None,None,None,None,None,None,None,None,None,None,None
3118,None,None,None,None,None,None,None,None,None,None,None,None
3119,None,None,None,None,None,None,None,None,None,None,None,None
3120,None,None,None,None,None,None,None,None,None,None,None,None
3121,[[27.1622561 80.0185586]],None,None,None,None,None,None,None,None,None,None,None
3122,None,None,None,None,None,None,None,None,None,None,None,None
3123,None,None,None,None,None,None,None,None,None,None,None,None
3124,None,None,None,None,None,None,None,None,None,None,None,None
3125,"[[27.2036596 80.0186805]
 [27.2036838 80.0187167]]",None,None,None,None,None,None,None,None,None,None,None
3126,[[27.2103565 80.0113095]],None,None,None,None,None,None,None,None,None,None,None
3127,[[27.2247071 80.0171609]],None,None,None,None,None,None,None,None,None,None,None
3128,None,None,None,None,None,None,None,None,None,None,None,None
3129,None,None,None,None,None,None,None,None,None,None,None,None
3130,None,None,None,None,None,None,None,None,None,None,None,None
3131,[[27.2695273 80.0122089]],None,None,None,None,None,None,None,None,None,None,None
3132,None,None,None,None,None,None,None,None,None,None,None,None
3133,None,None,None,None,None,None,None,None,None,None,None,None
3134,[[27.2978029 80.0134133]],None,None,None,None,None,None,None,None,None,None,None
3135,None,None,None,None,None,None,None,None,None,None,None,None
3136,None,None,None,None,None,None,None,None,None,None,None,None
3137,None,None,None,None,None,None,None,None,None,None,None,None
3138,"[[27.3315122 80.0130157]
 [27.3312257 80.0137496]]",None,None,None,None,None,None,None,None,None,None,None
3139,None,None,None,None,None,None,None,None,None,None,None,None
3140,None,None,None,None,None,None,None,None,None,None,None,None
3141,None,None,None,None,None,None,None,None,None,None,None,None
3142,None,None,None,None,None,None,None,None,None,None,None,None
3143,None,None,None,None,None,None,[[27.3898394 80.0162874]],None,None,None,None,None
3144,"[[27.3963608 80.0170635]
 [27.397198  80.017706 ]
 [27.3934064 80.0169049]
 [27.3933536 80.0171609]
 [27.3925336 80.0179731]]",None,None,None,None,[[27.3951389 80.0179328]],None,None,[[27.3979596 80.0193729]],"[[27.3978309 80.0191032]
 [27.3978435 80.0192922]
 [27.3933536 80.0171608]]",None,None
3145,[[27.4059489 80.0191056]],None,None,None,None,None,None,None,None,None,None,[[27.4008694 80.0197445]]
3146,None,None,None,None,None,None,None,None,None,None,None,None
3147,None,None,None,None,None,None,None,None,None,None,None,None
3148,None,None,None,None,None,None,None,None,None,None,None,None
3149,None,None,None,None,None,None,None,None,None,None,None,None
3150,None,None,None,None,None,None,None,None,None,None,None,None
3151,None,None,None,None,None,None,None,None,None,None,None,None
3152,None,None,None,None,None,None,None,None,None,None,None,None
3153,None,None,None,None,None,None,None,None,None,None,None,None
3154,None,None,None,None,None,None,None,None,None,None,None,None
3155,None,None,None,None,None,None,None,None,None,None,None,None
3156,None,None,None,None,None,None,None,[[27.5154161 80.0197903]],None,None,None,None
3157,[[27.5239005 80.0143656]],None,None,None,None,None,None,None,None,None,None,None
3158,None,None,None,None,None,None,None,None,None,None,None,None
3159,None,None,None,None,None,None,None,None,None,None,None,None
3160,"[[27.555724  80.0164982]
 [27.5545368 80.0199706]
 [27.5538676 80.0192454]]",None,None,None,None,None,None,None,None,None,None,None
3161,[[27.5633501 80.0171674]],None,None,None,None,None,None,None,None,None,None,None
3162,None,None,None,None,None,None,None,None,None,None,None,None
3163,None,None,None,None,[[27.5813433 80.0191557]],None,None,None,None,None,None,None
3164,[[27.5980613 80.0127793]],None,None,None,None,None,None,None,None,None,None,None
3165,"[[27.6066369 80.0178353]
 [27.6089654 80.017149 ]]",None,None,None,None,None,None,None,None,None,None,None
3166,None,None,None,None,None,None,None,None,None,None,None,None
3167,None,None,None,None,None,None,None,None,None,None,None,None
3168,None,None,None,None,None,None,None,None,None,None,None,None
3169,None,None,None,None,None,None,None,None,None,None,None,None
3170,None,None,None,None,None,None,None,None,None,None,None,None
3171,None,None,None,None,None,None,None,None,None,None,None,None
3172,[[27.671597  80.0142559]],None,None,None,None,None,None,None,None,None,None,[[27.6730501 80.0144769]]
3173,None,None,None,None,None,None,None,None,None,None,None,None
3174,None,None,None,None,None,None,None,None,None,None,None,None
3175,None,None,None,None,None,None,None,None,None,None,None,None
3176,None,None,None,None,None,None,None,None,None,None,None,None
3177,None,None,None,None,None,None,None,None,None,None,None,None
3178,None,None,None,None,None,None,None,None,None,None,None,None
3179,[[27.7476133 80.0191519]],None,None,None,None,None,None,None,None,None,None,None
3180,None,None,None,None,None,None,None,None,None,None,None,None
3181,[[27.7605188 80.0199614]],None,None,None,None,None,None,None,None,None,None,None
3182,None,None,None,None,None,None,None,None,None,None,None,None
3183,None,None,None,None,None,None,None,None,None,None,None,None
