Grid_number,school,primary_school,bus_station,taxi_stand,train_station,bank,local_government_office,police,doctor,hospital,department_store,supermarket
0,None,None,None,None,None,None,None,None,None,None,None,None
1,None,None,None,None,None,[[23.4223356 85.5783466]],None,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None,None,None,None
3,None,None,None,None,None,None,None,None,None,None,None,None
4,[[23.4572474 85.5791838]],None,None,None,None,None,None,None,None,None,None,None
5,[[23.4615552 85.5755055]],None,None,None,None,None,None,None,None,None,None,None
6,[[23.4769953 85.5780847]],None,None,None,None,None,None,None,None,None,None,None
7,None,None,None,None,None,None,[[23.4839498 85.5761252]],None,None,None,None,None
8,None,None,None,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None,None,None,None
10,None,None,None,None,None,None,None,None,None,None,None,None
11,None,None,None,None,None,None,None,None,None,None,None,None
12,[[23.5398015 85.5765901]],None,None,None,None,None,[[23.5383831 85.5789357]],None,None,None,None,None
13,None,None,None,None,None,None,None,None,None,None,None,None
14,None,None,None,None,None,None,None,None,None,None,None,None
15,"[[23.5637139 85.5754855]
 [23.5637628 85.5754404]
 [23.5637217 85.5754222]]",[[23.5637217 85.5754222]],None,None,None,None,None,None,None,None,None,None
16,None,None,None,None,None,None,None,None,None,None,None,None
17,"[[23.5889177 85.5788127]
 [23.584425  85.5793266]]",None,None,None,None,None,None,None,None,None,None,None
18,None,None,None,None,None,None,None,None,None,None,None,None
19,None,None,None,None,None,None,None,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None,None,None,None
24,[[23.6522887 85.5759671]],None,None,None,None,None,None,None,None,None,None,None
25,[[23.66031805 85.57540445]],None,None,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None,None,None,None
27,"[[23.686504  85.5751229]
 [23.6839971 85.5748711]
 [23.6839388 85.5747811]]",None,None,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None,None,None,None
31,[[23.7267238 85.5794302]],None,None,None,None,None,None,None,None,None,None,None
32,[[23.7312716 85.5743642]],None,None,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None,None,None,None
36,[[23.7753305 85.5769431]],None,None,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None,None,None,None
38,"[[23.7903541 85.5771024]
 [23.7923856 85.5752091]]",None,None,None,None,None,None,None,None,"[[23.7903347 85.5790672]
 [23.7904903 85.5762159]
 [23.7922708 85.5740741]]",None,"[[23.7900986 85.5782966]
 [23.7906323 85.5779963]
 [23.7922708 85.5740741]]"
39,[[23.802771 85.575494]],None,None,None,None,None,[[23.8022903 85.5766538]],None,None,None,None,None
40,None,None,None,None,None,None,None,None,None,None,None,None
41,None,None,None,None,None,None,None,None,None,None,None,None
42,[[23.838459 85.579854]],None,None,None,None,None,None,None,None,None,None,None
43,None,None,None,None,None,None,None,None,None,None,None,None
44,None,None,None,None,None,None,None,None,None,None,None,None
45,None,None,None,None,None,None,None,None,None,None,None,None
46,None,None,None,None,None,None,None,None,None,None,None,None
47,None,None,None,None,None,None,None,None,None,None,None,None
48,None,None,None,None,None,None,None,None,None,None,None,None
49,None,None,None,None,None,None,None,None,None,None,None,None
50,None,None,None,None,None,None,None,None,None,None,None,None
51,[[23.926629  85.5744229]],None,None,None,None,None,None,None,None,None,None,None
52,[[23.931844  85.5766466]],None,None,None,None,None,None,None,None,None,None,None
53,None,None,None,None,None,None,None,None,None,None,None,None
54,None,None,None,None,None,None,None,None,None,None,None,None
55,None,None,None,None,None,None,None,None,None,None,None,None
56,None,None,None,None,None,None,None,None,None,None,None,None
57,None,None,None,None,None,None,None,None,None,None,None,None
58,None,None,None,None,None,None,None,None,None,None,None,None
59,None,None,None,None,None,None,None,None,None,None,None,None
60,None,None,None,None,None,None,None,None,None,None,None,None
61,None,None,None,None,None,None,None,None,None,None,None,None
62,None,None,None,None,None,None,None,None,None,None,None,None
63,"[[23.4851651 85.5853008]
 [23.4850808 85.5851864]]",None,None,None,None,None,None,None,None,None,None,None
64,[[23.4937794 85.5859752]],None,None,None,None,None,None,None,None,None,None,None
65,None,None,None,None,None,None,None,None,None,None,None,None
66,None,None,None,None,None,None,None,None,None,None,None,None
67,None,None,None,None,None,None,None,None,None,None,None,None
68,[[23.5381922 85.5843645]],None,None,None,None,None,None,None,None,None,None,None
69,None,None,None,None,None,None,None,None,None,None,None,None
70,"[[23.5512759 85.5868477]
 [23.5514267 85.5855054]
 [23.5537585 85.5837395]
 [23.558458  85.5847916]]",None,None,None,None,None,None,None,None,None,None,None
71,None,None,None,None,None,None,None,None,None,None,None,None
72,"[[23.5710965 85.5876733]
 [23.5773415 85.5856492]
 [23.5799861 85.5888538]
 [23.5795596 85.5802379]]",None,None,None,None,None,None,None,None,None,None,None
73,[[23.5828334 85.5893762]],None,None,None,None,None,None,None,None,None,None,None
74,"[[23.5900888 85.5863268]
 [23.5910766 85.581637 ]
 [23.5930986 85.5816981]]",None,None,None,None,None,None,None,None,[[23.5900879 85.5863265]],None,None
75,"[[23.6044523 85.5878315]
 [23.6039411 85.5875828]
 [23.6038009 85.5875266]]",None,None,None,None,[[23.6039843 85.5877897]],None,None,None,None,None,"[[23.6038721 85.5873799]
 [23.603505  85.589177 ]]"
76,None,None,None,None,None,None,None,None,None,None,None,None
77,None,[[23.623317  85.5843799]],None,None,None,None,None,None,None,None,None,None
78,None,None,None,None,None,None,None,None,None,None,None,None
79,"[[23.6480601 85.5851929]
 [23.6479748 85.5846295]
 [23.6480026 85.5846003]]",[[23.6480601 85.5851929]],None,None,None,None,None,None,None,None,None,None
80,None,None,None,None,None,None,None,None,None,None,None,None
81,"[[23.6601491 85.580202 ]
 [23.6631365 85.5897634]]",None,None,None,None,None,None,None,None,None,None,None
82,"[[23.6709149 85.5869352]
 [23.6776765 85.5870182]
 [23.6781326 85.5823658]
 [23.6784927 85.5827977]]",None,None,None,None,None,None,None,None,None,None,"[[23.6767204 85.58308  ]
 [23.6782733 85.5829467]]"
83,[[23.6846251 85.5880063]],None,None,None,None,None,None,None,None,None,None,None
84,None,None,None,None,None,None,None,None,None,None,None,None
85,[[23.7052614 85.5818432]],None,None,None,None,None,None,None,None,None,None,None
86,None,None,None,None,None,None,None,None,None,None,None,None
87,"[[23.7253994 85.588811 ]
 [23.7259906 85.5820899]
 [23.7247416 85.5812658]]",None,None,None,None,None,None,None,None,None,None,None
88,"[[23.7313449 85.5884769]
 [23.7372649 85.5847086]]",None,None,None,[[23.7300062 85.583106 ]],None,None,None,None,None,None,None
89,[[23.7447969 85.5856881]],None,None,None,None,None,None,None,None,None,None,None
90,None,None,None,None,None,None,None,None,None,None,None,None
91,None,None,None,None,None,None,None,None,None,None,None,None
92,[[23.7760227 85.5898202]],None,None,None,None,None,None,None,None,"[[23.7760227 85.5898202]
 [23.7779708 85.5898881]]",None,None
93,"[[23.7803994 85.5873833]
 [23.7804967 85.587337 ]
 [23.7822685 85.5890768]
 [23.7822817 85.5893014]
 [23.7819982 85.5892873]
 [23.7822621 85.589065 ]]",[[23.7822685 85.5890768]],None,None,None,[[23.7862372 85.58997  ]],None,None,None,None,None,None
94,"[[23.7934689 85.5862471]
 [23.7935171 85.5863684]
 [23.7943005 85.5849736]]",None,None,None,None,None,[[23.7948894 85.5863463]],None,None,None,None,None
95,"[[23.8049558 85.5838904]
 [23.8052211 85.5820816]]",None,None,None,None,None,None,None,None,None,None,None
96,[[23.8103752 85.5843632]],None,None,None,None,None,None,None,None,None,None,None
97,None,None,None,None,None,None,None,None,None,None,None,None
98,None,None,None,None,None,None,None,None,None,None,None,None
99,None,None,None,None,None,None,None,None,None,None,None,None
100,None,None,None,None,None,None,None,None,None,None,None,None
101,None,None,None,None,None,None,None,None,None,None,None,None
102,None,None,None,None,None,None,None,None,None,None,None,None
103,None,None,None,None,None,None,None,None,None,None,None,None
104,None,None,None,None,None,None,None,None,None,None,None,None
105,None,None,None,None,None,None,None,None,None,None,None,None
106,"[[23.9121524 85.5892682]
 [23.9121374 85.5892954]]","[[23.9121524 85.5892682]
 [23.9121374 85.5892954]]",None,None,None,None,None,None,None,None,None,None
107,None,None,None,None,None,None,None,None,None,None,None,None
108,[[23.9340679 85.5866782]],None,None,None,None,None,None,None,None,None,None,None
109,None,None,None,None,None,None,None,None,None,None,None,None
110,None,None,None,None,None,None,None,None,None,None,None,None
111,None,None,None,None,None,None,None,None,None,None,None,None
112,None,None,None,None,None,None,None,None,None,None,None,None
113,None,None,None,None,None,None,None,None,None,None,None,None
114,None,None,None,None,None,None,None,None,None,None,None,None
115,"[[23.4495352 85.5994539]
 [23.4497166 85.5996956]]",None,None,None,None,None,None,None,None,None,None,None
116,None,None,None,None,None,None,None,None,None,None,None,None
117,None,None,None,None,None,None,None,None,None,None,None,None
118,"[[23.4755105 85.5951785]
 [23.4778651 85.599882 ]]",None,None,None,None,None,None,None,None,None,None,None
119,[[23.4886008 85.5907183]],None,None,None,None,None,None,None,None,None,None,None
120,None,None,None,None,None,None,None,None,None,None,None,None
121,[[23.5086445 85.5934792]],None,None,None,None,None,None,None,None,None,None,None
122,None,None,None,None,None,None,None,None,None,None,None,None
123,None,None,None,None,None,None,None,None,None,None,None,None
124,"[[23.53173   85.5982989]
 [23.5316824 85.5987575]
 [23.5314503 85.5989413]
 [23.5308168 85.5991216]
 [23.5313278 85.5990426]
 [23.5388543 85.5944942]]",None,None,None,None,None,[[23.5389132 85.5917439]],None,None,[[23.5353743 85.595245 ]],None,None
125,None,None,None,None,None,None,None,None,None,None,None,None
126,[[23.5565    85.5968408]],None,None,None,None,None,None,None,None,None,None,None
127,"[[23.5605614 85.5944187]
 [23.5605583 85.5944633]]",None,None,None,None,None,None,None,None,None,None,None
128,None,None,None,None,None,None,None,None,[[23.570099  85.5920787]],None,None,None
129,[[23.5849563 85.593716 ]],None,None,None,None,None,None,None,None,None,None,None
130,None,None,None,None,None,None,None,None,None,None,None,None
131,"[[23.6090102 85.5910867]
 [23.6079599 85.5910672]
 [23.6079801 85.5908956]
 [23.6062041 85.5908842]
 [23.6063934 85.5910566]
 [23.6042135 85.5907929]
 [23.6050694 85.5942867]
 [23.6062404 85.5966745]
 [23.6063984 85.5968023]]",None,None,None,None,[[23.6071752 85.5901711]],None,None,[[23.6057841 85.5918626]],None,None,[[23.6042135 85.5907929]]
132,[[23.6165134 85.5905506]],None,None,None,None,None,None,None,None,None,None,None
133,"[[23.6203757 85.5913452]
 [23.6204006 85.5914267]
 [23.6261157 85.5948891]]",[[23.6203757 85.5913452]],None,None,None,None,None,None,None,None,None,None
134,"[[23.6360094 85.5942351]
 [23.6373494 85.593605 ]
 [23.6373206 85.5938357]]",[[23.6373494 85.593605 ]],None,None,None,None,None,None,None,None,None,None
135,"[[23.6481093 85.5922405]
 [23.6480913 85.5922383]
 [23.6480718 85.592391 ]
 [23.6478212 85.5924289]
 [23.6495629 85.5943269]
 [23.6464407 85.5940466]
 [23.646632  85.5944522]
 [23.6492198 85.5978583]
 [23.6491122 85.5980725]]",None,None,None,None,None,None,None,None,None,None,None
136,None,None,None,None,None,None,None,None,None,None,None,None
137,None,None,None,None,None,None,None,None,None,None,None,None
138,[[23.6770624 85.5900631]],None,None,None,None,None,[[23.6739105 85.5919018]],None,None,None,None,None
139,[[23.6804913 85.5981943]],None,None,None,None,None,None,None,None,None,None,None
140,[[23.6949596 85.5972218]],None,None,None,None,None,None,None,None,None,None,None
141,None,None,None,None,None,None,None,None,None,None,None,None
142,None,None,None,None,None,None,None,None,None,None,None,None
143,None,None,None,None,None,None,None,None,None,None,None,None
144,None,None,None,None,None,None,None,None,None,None,None,None
145,None,None,None,None,None,None,None,None,None,None,None,None
146,"[[23.7525878 85.597176 ]
 [23.752272  85.5976575]]",[[23.752272  85.5976575]],None,None,None,None,None,None,None,None,None,None
147,None,None,None,None,None,None,None,None,None,None,None,None
148,[[23.7781954 85.5944896]],None,None,None,None,None,None,None,None,[[23.7799503 85.5909536]],None,None
149,"[[23.7853262 85.5907929]
 [23.7824452 85.5918103]
 [23.7828671 85.5951422]]",None,None,None,None,None,[[23.7853262 85.5907929]],None,None,None,None,"[[23.7826726 85.5925237]
 [23.7819936 85.5930753]]"
150,None,None,None,None,None,None,None,None,None,None,None,None
151,None,None,None,None,None,None,None,None,None,None,None,None
152,None,None,None,None,None,None,None,None,None,None,None,None
153,None,None,None,None,None,None,None,None,None,None,None,None
154,None,None,None,None,None,None,None,None,None,None,None,None
155,None,None,None,None,None,None,None,None,None,None,None,None
156,None,None,None,None,None,None,None,None,None,None,None,None
157,None,None,None,None,None,None,None,None,None,None,None,None
158,None,None,None,None,None,None,None,None,None,None,None,None
159,None,None,None,None,None,None,None,None,None,None,None,None
160,None,None,None,None,None,None,None,None,None,None,None,None
161,None,None,None,None,None,None,None,None,None,None,None,None
162,[[23.9125425 85.5985272]],None,None,None,None,None,None,None,None,None,None,None
163,[[23.9283645 85.5946548]],None,None,None,None,None,None,None,None,None,None,None
164,None,None,None,None,None,None,None,None,None,None,None,[[23.9343587 85.595012 ]]
165,None,None,None,None,None,None,None,None,None,None,None,None
166,None,None,None,None,None,None,None,None,None,None,None,None
167,None,None,None,None,None,None,None,None,None,None,None,None
168,None,None,None,None,None,None,None,None,None,None,None,None
169,None,None,None,None,None,None,None,None,None,None,None,None
170,None,None,None,None,None,None,None,None,None,None,None,None
171,"[[23.4492203 85.6044574]
 [23.4455173 85.6067606]]",None,None,None,None,None,None,None,None,None,None,None
172,None,None,None,None,None,None,None,None,None,None,None,None
173,[[23.4669167 85.6020758]],None,None,None,None,None,None,None,None,None,None,None
174,"[[23.477208  85.6090493]
 [23.4772027 85.6091115]]",None,None,None,None,None,None,None,None,"[[23.476058  85.607923 ]
 [23.476188  85.6074076]]",None,"[[23.4739382 85.6093308]
 [23.4740106 85.6092155]]"
175,None,None,None,None,None,None,None,None,None,None,None,None
176,None,None,None,None,None,None,None,None,None,None,None,None
177,None,None,None,None,None,None,None,None,None,None,None,None
178,None,None,None,None,None,None,None,None,None,None,None,None
179,[[23.5288544 85.6036282]],None,None,None,None,None,None,None,None,None,None,None
180,"[[23.530039  85.6010371]
 [23.5304743 85.6008688]
 [23.5303323 85.6008128]
 [23.536417  85.6087918]]",None,None,None,None,None,None,None,None,None,None,None
181,"[[23.5487045 85.6019678]
 [23.5478745 85.6001708]]",None,None,None,None,None,None,None,None,None,None,None
182,None,None,None,None,None,None,None,None,None,None,None,None
183,"[[23.5635392 85.6033741]
 [23.5612852 85.6004081]]",None,None,None,None,None,None,None,None,None,None,None
184,[[23.5779223 85.6062209]],None,None,None,None,None,None,None,None,None,None,None
185,[[23.5838971 85.6098877]],None,None,None,None,None,None,None,None,None,None,None
186,"[[23.5972112 85.6064662]
 [23.5987391 85.6028524]
 [23.5993688 85.6094692]]",None,None,None,None,None,None,None,None,None,None,None
187,"[[23.6090673 85.6049354]
 [23.6049558 85.6080178]
 [23.6019509 85.609712 ]]",None,None,None,None,None,None,None,None,[[23.6050545 85.608563 ]],None,None
188,None,None,None,None,None,None,None,None,None,None,None,None
189,None,None,None,None,None,None,None,None,None,None,None,None
190,None,None,None,None,None,None,None,None,None,None,None,None
191,None,None,None,None,None,None,None,None,None,None,None,None
192,"[[23.6582981 85.609404 ]
 [23.6583354 85.6093952]
 [23.6596202 85.6075064]]",None,None,None,None,None,None,None,None,None,None,None
193,None,None,None,None,None,None,None,None,None,None,None,None
194,[[23.6728594 85.6087712]],None,None,None,None,None,None,None,None,None,None,None
195,None,None,None,None,None,None,None,None,None,None,None,None
196,[[23.6934274 85.6014565]],None,None,None,None,None,None,None,None,None,None,None
197,[[23.7068985 85.607582 ]],None,None,None,None,None,None,None,None,None,None,None
198,None,None,None,None,None,None,None,None,None,None,None,None
199,[[23.7255872 85.6038376]],None,None,None,None,None,None,None,None,None,None,None
200,"[[23.7310875 85.6069302]
 [23.7312238 85.6069262]
 [23.7325537 85.6097606]]",None,None,None,None,None,None,None,None,None,None,None
201,None,None,None,None,None,None,None,None,None,None,None,None
202,None,None,None,None,None,None,None,None,None,None,None,None
203,[[23.764652 85.603382]],[[23.764652 85.603382]],None,None,None,None,None,None,None,None,None,None
204,None,None,None,None,None,None,None,None,None,None,None,None
205,None,None,None,None,None,None,None,None,None,None,None,None
206,None,None,None,None,None,None,None,None,None,None,None,None
207,"[[23.80001   85.605695 ]
 [23.8006062 85.6077613]
 [23.8094389 85.607003 ]
 [23.807499  85.6054449]
 [23.8071397 85.605343 ]
 [23.8039548 85.6013475]
 [23.803965  85.6012913]
 [23.8038511 85.6013281]
 [23.8036385 85.6014749]
 [23.8040685 85.6007901]]",[[23.8094389 85.607003 ]],None,None,None,[[23.8000126 85.6022186]],None,None,None,"[[23.8004461 85.6046192]
 [23.8035545 85.60091  ]]",None,None
208,None,None,None,None,None,None,None,None,None,None,None,None
209,None,None,None,None,None,None,None,None,None,None,None,None
210,None,None,None,None,None,None,None,None,None,None,None,None
211,[[23.8432322 85.6021022]],[[23.8432322 85.6021022]],None,None,None,None,None,None,None,None,None,None
212,None,None,None,None,None,None,None,None,None,None,None,None
213,None,None,None,None,None,None,None,None,None,None,None,None
214,None,None,None,None,None,None,None,None,None,None,None,None
215,None,None,None,None,None,None,None,None,None,None,None,None
216,None,None,None,None,None,None,None,None,None,None,None,None
217,None,None,None,None,None,None,None,None,None,None,None,None
218,None,None,None,None,None,None,None,None,None,None,None,None
219,None,None,None,None,None,None,None,None,None,None,None,None
220,None,None,None,None,None,None,None,None,None,None,None,None
221,None,None,None,None,None,None,None,None,None,None,None,None
222,None,None,None,None,None,None,None,None,None,None,None,None
223,[[23.9659275 85.6093403]],None,None,None,None,None,None,None,None,None,None,None
224,None,None,None,None,None,None,None,None,None,None,None,None
225,None,None,None,None,None,None,None,None,None,None,None,None
226,None,None,None,None,None,None,None,None,None,None,None,None
227,None,None,None,None,None,None,None,None,None,None,None,None
228,None,None,None,None,None,None,None,None,None,None,None,None
229,[[23.461644  85.6125997]],None,None,None,None,None,None,None,None,None,None,None
230,"[[23.4742996 85.6119678]
 [23.4744039 85.6118755]]",None,None,None,None,None,None,None,None,[[23.4796704 85.612111 ]],None,None
231,None,None,None,None,None,None,None,None,None,None,None,None
232,None,None,None,None,None,None,None,None,None,None,None,None
233,None,None,None,None,None,[[23.5014369 85.6117433]],None,None,None,None,None,None
234,None,None,None,None,None,None,None,None,None,None,None,None
235,"[[23.5261323 85.6101961]
 [23.5249758 85.6121381]
 [23.5227939 85.6122424]]",None,None,None,None,None,None,None,None,None,None,None
236,None,None,None,None,None,None,None,None,None,None,None,None
237,"[[23.5446194 85.6113237]
 [23.5445336 85.6112419]
 [23.5445137 85.6113059]
 [23.5444783 85.6113948]
 [23.5439727 85.6134316]
 [23.5456765 85.616139 ]
 [23.5456559 85.6161602]
 [23.5458648 85.616326 ]
 [23.5469354 85.6169707]
 [23.5445555 85.6161855]
 [23.5462868 85.6174492]
 [23.5467658 85.6180147]
 [23.5460471 85.618283 ]
 [23.5456263 85.6184322]
 [23.5456312 85.6185392]
 [23.5455808 85.6185596]]",None,None,None,None,[[23.5403366 85.611213 ]],None,None,None,None,None,None
238,[[23.5578833 85.612336 ]],None,None,None,None,None,None,None,None,None,None,None
239,"[[23.5692781 85.6134547]
 [23.5685218 85.6178356]]",None,None,None,None,None,None,None,[[23.5693046 85.6134973]],None,None,None
240,"[[23.5737209 85.6152186]
 [23.5785115 85.6121941]
 [23.5783412 85.61368  ]
 [23.5792692 85.6138197]]",None,None,None,None,None,None,None,None,None,None,None
241,"[[23.5842625 85.6162838]
 [23.584146  85.6166049]
 [23.5878252 85.6184657]
 [23.5878959 85.6184828]
 [23.5874418 85.6188325]
 [23.5808769 85.6198679]
 [23.5808594 85.6198192]]",None,None,None,None,None,None,None,None,[[23.581516 85.616443]],None,None
242,None,None,None,None,None,None,None,None,None,None,None,None
243,[[23.6046591 85.6121619]],None,None,None,None,[[23.6049472 85.6123955]],None,None,None,None,None,None
244,None,None,None,None,None,None,None,None,None,None,None,None
245,None,None,None,None,None,None,None,None,None,None,None,None
246,None,None,None,None,None,None,None,None,None,None,None,None
247,[[23.6417701 85.6138282]],None,None,None,None,None,None,None,None,None,None,None
248,None,None,None,None,None,None,None,None,None,None,None,None
249,None,None,None,None,None,None,None,None,None,None,None,None
250,None,None,None,None,None,None,None,None,None,None,None,None
251,"[[23.6880824 85.6129898]
 [23.6880121 85.6130933]]",None,None,None,None,None,None,None,None,None,None,None
252,"[[23.6901107 85.6134062]
 [23.6972205 85.6167273]]",None,None,None,None,None,None,None,None,None,None,None
253,None,None,None,None,None,None,None,None,None,None,None,None
254,None,None,None,None,None,None,None,None,None,None,None,None
255,None,None,None,None,None,None,None,None,None,None,None,None
256,[[23.7347368 85.6105133]],None,None,None,None,None,None,None,None,None,None,None
257,None,None,None,None,None,None,None,None,None,None,None,None
258,None,None,None,None,None,None,None,None,None,None,None,None
259,None,None,None,None,None,None,None,None,None,None,None,None
260,[[23.7786868 85.6178311]],None,None,None,None,None,None,None,None,None,None,None
261,None,None,None,None,None,None,None,None,None,None,None,None
262,None,None,None,None,None,None,None,None,None,None,None,None
263,"[[23.8096639 85.6183829]
 [23.8097474 85.6184269]]",None,None,None,None,None,None,None,None,None,None,None
264,[[23.811822 85.616778]],None,None,None,None,None,None,None,None,None,None,None
265,None,None,None,None,None,None,None,None,None,None,None,None
266,None,None,None,None,None,None,None,None,None,None,None,None
267,None,None,None,None,None,None,None,None,None,None,None,None
268,None,None,None,None,None,None,None,None,None,None,None,None
269,None,None,None,None,None,None,None,None,None,None,None,None
270,None,None,None,None,None,None,None,None,None,None,None,None
271,None,None,None,None,None,None,None,None,None,None,None,None
272,None,None,None,None,None,None,None,None,None,None,None,None
273,None,None,None,None,None,None,None,None,None,None,None,None
274,None,None,None,None,None,None,None,None,None,None,None,None
275,None,None,None,None,None,None,None,None,None,None,None,None
276,None,None,None,None,None,None,None,None,None,None,None,None
277,"[[23.944315  85.6184561]
 [23.9442042 85.6185591]]",None,None,None,None,None,None,None,None,None,None,None
278,None,None,None,None,None,None,None,None,None,None,None,None
279,None,None,None,None,None,None,None,None,None,None,None,None
280,None,None,None,None,None,None,None,None,None,None,None,None
281,"[[23.4248882 85.625586 ]
 [23.4221227 85.6216354]]",None,None,None,None,None,None,None,None,None,None,None
282,None,None,None,None,None,None,None,None,None,None,None,None
283,None,None,None,None,None,None,None,None,None,None,None,[[23.4449496 85.6262103]]
284,None,None,None,None,None,None,None,None,None,None,None,None
285,[[23.469337  85.6257395]],None,None,None,None,None,None,None,None,None,None,None
286,None,None,None,None,None,None,None,None,None,None,None,None
287,None,None,None,None,None,None,None,None,None,None,None,None
288,[[23.4986478 85.6270927]],None,None,None,None,[[23.490705 85.620359]],None,None,None,None,None,None
289,[[23.5004193 85.6225118]],None,None,None,None,None,None,None,None,None,None,None
290,None,None,None,None,None,None,None,None,None,None,None,None
291,"[[23.5263252 85.626473 ]
 [23.5259457 85.6263323]
 [23.5252125 85.6244598]
 [23.5259259 85.6296101]
 [23.5254864 85.6211935]
 [23.5259543 85.6203914]]",None,None,None,None,None,None,None,None,None,None,None
292,"[[23.5322978 85.6293998]
 [23.5334146 85.6298514]
 [23.5397478 85.6216445]]",None,None,None,None,None,None,None,None,None,None,None
293,None,None,None,None,None,None,None,None,None,None,None,None
294,None,None,None,None,None,None,None,None,None,None,None,None
295,[[23.5605356 85.6296824]],None,None,None,None,None,None,None,None,None,None,None
296,[[23.5794278 85.629098 ]],None,None,None,[[23.5748454 85.6261006]],None,None,None,None,None,None,None
297,"[[23.5887756 85.6237966]
 [23.5890213 85.6236267]
 [23.5862148 85.6299402]
 [23.58483   85.6228736]
 [23.5857034 85.6203927]
 [23.5847941 85.6209282]]",None,None,None,None,None,None,None,None,None,None,None
298,None,None,None,None,None,None,None,None,None,None,None,None
299,None,None,None,None,None,None,None,None,None,None,None,None
300,None,None,None,None,None,None,None,None,None,None,None,None
301,None,None,None,None,None,None,None,None,None,None,None,None
302,None,None,None,None,None,None,None,None,None,None,None,None
303,None,None,None,None,None,None,None,None,None,None,None,None
304,[[23.6594542 85.6246777]],None,None,None,None,None,None,None,None,None,None,None
305,[[23.6677576 85.62787  ]],None,None,None,None,None,None,None,None,None,None,None
306,[[23.6763631 85.6280499]],None,None,None,None,None,None,None,None,[[23.6724596 85.628344 ]],None,None
307,None,None,None,None,None,None,None,None,None,None,None,None
308,None,None,None,None,None,None,None,None,None,None,None,None
309,None,None,None,None,None,None,None,None,None,None,None,None
310,None,None,None,None,None,None,None,None,None,None,None,None
311,None,None,None,None,None,None,None,None,None,None,None,None
312,[[23.7308895 85.6254428]],None,None,None,None,None,None,None,None,None,None,None
313,None,None,None,None,[[23.74574 85.62624]],[[23.7485773 85.6274322]],None,None,None,None,None,None
314,None,None,None,None,None,None,None,None,None,None,None,None
315,None,None,None,None,None,None,None,None,None,None,None,None
316,None,None,None,None,None,None,None,None,None,None,None,None
317,"[[23.7871132 85.6245738]
 [23.7873597 85.6232509]
 [23.7857565 85.6221534]]",None,None,None,None,None,None,None,None,[[23.7861072 85.6244618]],None,None
318,None,None,None,None,None,None,None,None,None,None,None,None
319,None,None,None,None,None,None,None,None,None,None,None,None
320,None,None,None,None,None,None,None,None,None,None,None,None
321,None,None,None,None,None,None,None,None,None,None,None,None
322,None,None,None,None,None,None,None,None,None,None,None,None
323,None,None,None,None,None,None,None,None,None,None,None,None
324,None,None,None,None,None,None,None,None,None,None,None,None
325,None,None,None,None,None,None,None,None,None,None,None,None
326,None,None,None,None,None,None,None,None,None,None,None,None
327,None,None,None,None,None,None,None,None,None,None,None,None
328,None,None,None,None,None,None,None,None,None,None,None,None
329,None,None,None,None,None,None,None,None,None,None,None,None
330,None,None,None,None,None,None,None,None,None,None,None,None
331,None,None,None,None,None,None,None,None,None,None,None,None
332,None,None,None,None,None,None,None,None,None,None,None,None
333,"[[23.943017  85.620167 ]
 [23.94101   85.6204867]]",None,None,None,None,None,None,None,None,None,None,None
334,[[23.9533916 85.6245087]],None,None,None,None,None,None,None,None,None,None,None
335,None,None,None,None,None,None,None,None,None,None,None,None
336,None,None,None,None,None,None,None,None,None,None,None,None
337,[[23.4249838 85.6325949]],None,None,None,None,None,None,None,None,None,None,None
338,None,None,None,None,None,None,None,None,None,None,None,None
339,None,None,None,None,None,None,None,None,None,None,None,None
340,None,None,None,None,None,None,None,None,None,None,None,None
341,None,None,None,None,None,None,None,None,None,None,None,None
342,None,None,None,None,None,None,None,None,None,None,None,None
343,[[23.4892209 85.6313948]],None,None,None,None,None,None,None,None,None,None,None
344,None,None,None,None,None,None,None,None,None,None,None,None
345,None,None,None,None,None,None,None,None,None,None,None,None
346,"[[23.511449  85.6343635]
 [23.5101575 85.6349154]
 [23.5129946 85.6348078]]",None,None,None,None,None,None,None,None,None,None,None
347,"[[23.5266131 85.6304099]
 [23.5273994 85.6343293]
 [23.5288112 85.6358747]
 [23.5286986 85.6383742]
 [23.5200452 85.6338284]]",None,None,None,None,[[23.5272412 85.6333027]],None,None,None,[[23.5279159  85.63625365]],None,None
348,[[23.5337847 85.6302681]],None,None,None,None,None,None,None,None,None,None,None
349,None,None,None,None,None,[[23.54944197 85.6350518 ]],None,None,None,None,None,None
350,[[23.5503945 85.6306396]],None,None,None,None,None,None,None,None,None,None,None
351,None,None,None,None,None,None,None,None,None,None,None,None
