Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
27.5449615,79.6880961,-1.0,-1.0,156.0
27.5449615,79.68809619999999,992.0,0.028502687254906914,156.0
27.1201596,79.6924263,-1.0,-1.0,205.0
27.5371849,79.6966283,8102.0,30.360994294725263,246.0
27.546614,79.6904072,7748.0,3.456993165915874,247.0
26.995675,79.70653999999999,-1.0,-1.0,283.0
27.1371908,79.7028313,19497.0,2.499795932460888,297.0
27.1386576,79.7012793,7287.0,1.589236474442731,297.0
27.1535736,79.7036172,0.0,14.975182704022352,299.0
27.3210563,79.7160117,-1.0,-1.0,407.0
27.11829299999999,79.7278087,596.0,0.01830062069704469,477.0
27.118293,79.727809,775.0,0.020787154537157765,477.0
27.2586559,79.7232496,12041.0,20.338342984430923,491.0
27.2586327,79.72325190000001,12286.0,20.000579146109747,491.0
27.1169648,79.7304085,2351.0,0.04391840170838077,568.0
27.3656328,79.7571759,8166.0,37.32827730776901,775.0
27.7764017,79.76407689999999,-1.0,-1.0,907.0
26.9499934,79.78893049999999,10388.0,0.6113458607182564,1006.0
26.9580087,79.7885792,2041.0,0.06135028422074641,1007.0
26.955052,79.7881565,4392.0,0.13394737062398315,1007.0
26.9635504,79.7894311,8039.0,0.6520887496138617,1008.0
26.9650023,79.7845001,5165.0,1.1375349423747094,1008.0
26.9733723,79.780638,102.0,15.640312064771164,1009.0
27.1458558,79.7884016,2069.0,8.719331458047623,1026.0
27.1460601,79.7893476,0.0,0.1695643682393201,1026.0
27.1839866,79.7831266,67638.0,79.67383880939566,1030.0
26.9271099,79.7917358,-1.0,-1.0,1095.0
26.9619609,79.7912624,4847.0,0.13658017584724075,1099.0
27.02187189999999,79.7960786,3698.0,21.458932103488127,1105.0
27.141754,79.7951734,0.0,1.9441153154144397,1117.0
27.1417546,79.7952347,0.0,2.682566393133313,1117.0
27.1540969,79.79136869999999,9484.0,17.22631440608463,1118.0
27.4293937,79.7986961,846.0,7.24777921743394,1145.0
26.9743355,79.80630889999999,2439.0,0.5271979968311227,1191.0
26.9801223,79.806331,4949.0,5.024607885805093,1192.0
27.4259848,79.80257759999999,471.0,0.5388185417961802,1236.0
27.425695,79.802764,123.0,33.14729936293029,1236.0
26.97683739999999,79.8103476,1579.0,0.051280738344891476,1282.0
26.9768305,79.8104583,60.0,0.0018428156060340277,1282.0
26.9767169,79.8105783,2338.0,0.9350696239774533,1282.0
27.0861989,79.8139814,3486.0,8.495404075763336,1293.0
27.5757765,79.810063,897.0,20.023941801761868,1342.0
27.5296524,79.8362762,2798.0,17.01339274406045,1519.0
27.5612005,79.838778,0.0,14.481004289859388,1523.0
27.5292939,79.8443111,1922.0,0.8918556373333171,1610.0
27.5311183,79.84514829999999,4121.0,1.0681892182860167,1611.0
27.5746696,79.8775185,0.0,0.9175528584135776,1888.0
27.574032,79.8787138,356.0,6.021561540601377,1888.0
27.4036668,79.8931327,1857.0,14.925702027308889,2053.0
26.9199148,79.90426719999999,2.0,3.0932893641650163,2095.0
26.9190446,79.9021637,-1.0,-1.0,2095.0
26.9238529,79.9001366,3906.0,0.13371598643476063,2096.0
26.9207985,79.9024889,2351.0,0.12695724025576552,2096.0
26.9266197,79.9040904,7459.0,10.618675076619873,2096.0
27.0458689,79.9094582,8709.0,0.2565228508690414,2108.0
27.03003829999999,79.9187609,5603.0,0.2736004433139202,2198.0
27.0307353,79.9194579,315.0,0.00896508214762128,2198.0
27.0514156,79.9136731,8512.0,0.28427993341805463,2200.0
27.0508464,79.91459400000001,1054.0,0.028455050839975397,2200.0
27.0531099,79.9163398,9549.0,0.21648252148446595,2200.0
27.4059317,79.9160117,1097.0,25.899219635750736,2235.0
27.0273014,79.9270533,3978.0,0.15679223370369097,2288.0
27.0274005,79.9280187,8882.0,0.6335252839287502,2288.0
27.0275774,79.9266684,3184.0,0.1557498231023975,2288.0
27.02864469999999,79.9254856,6537.0,0.22736531421831505,2288.0
27.0311026,79.92575819999999,9142.0,0.9258807057614684,2289.0
27.0315393,79.9202377,2675.0,0.07017183826936865,2289.0
27.035844,79.9231741,9990.0,0.8008074104298025,2289.0
27.0442814,79.9226667,3576.0,0.5723194457538106,2290.0
27.0443901,79.9225431,2185.0,0.28866757884415195,2290.0
27.0481228,79.9234036,7701.0,0.1935864215800715,2290.0
27.0550197,79.921613,417.0,0.01038702630516581,2291.0
27.6441274,79.9319781,7161.0,3.6498159981366256,2441.0
27.6466236,79.9367223,442.0,0.03372698544533075,2441.0
27.6484038,79.9368262,454.0,0.040726287289820653,2441.0
27.6508819,79.9332287,3780.0,1.5946918703265651,2442.0
27.6503315,79.936624,52.0,0.004683425389450177,2442.0
27.6292025,79.94633999999999,20183.0,9.299094782029186,2530.0
27.6441382,79.9447096,1208.0,0.07661606956397708,2532.0
27.6461342,79.942461,193.0,0.013953347745595633,2532.0
27.647041,79.94294699999999,1724.0,0.14020555131118087,2532.0
27.7485649,79.94119119999999,-1.0,-1.0,2542.0
26.9953369,79.95970779999999,0.0,1.115870798556623,2558.0
27.0181441,79.9570411,13930.0,15.49508721835306,2560.0
27.2927316,79.96304610000001,10564.0,12.391346559450229,2679.0
27.2936109,79.9610117,14509.0,16.988356530914334,2679.0
27.4050683,79.97134489999999,0.0,29.722438407397842,2781.0
27.1789354,79.9839908,769.0,11.474509552587653,2849.0
27.4015387,79.99707769999999,124.0,3.860993739112209,2963.0
26.9041848,80.0026894,-1.0,-1.0,3004.0
