Grid_Number,Government_Facilities
0,4.914210014904825
1,3.8033187370382144
2,2.6933007819406174
3,1.5859908984826072
4,0.49972742541792814
5,0.09715326121357158
6,1.1892938647594926
7,2.3004919864166298
8,3.4121795387412623
9,3.6524986575942098
10,3.3198278049233547
11,3.3428474371788424
12,3.6437215885790746
13,3.2881958525003725
14,3.2894709365854333
15,3.647172637783733
16,4.272701672931427
17,5.067835144404813
18,5.754632290789359
19,4.705219049980906
20,3.6925928690659764
21,2.757582304721433
22,2.0115020557311936
23,1.7207216960830998
24,2.085302873156392
25,2.7044893421092984
26,3.04457100873083
27,1.932825440864515
28,0.821631355750794
29,0.2953037874926479
30,1.404347859796925
31,2.5159578370828015
32,3.6277757795781995
33,4.739655337476247
34,5.851561387483775
35,6.963481239090738
36,7.385684147515166
37,7.521179583385685
38,7.814142023362225
39,8.247808801983474
40,9.303691979718815
41,8.196429122955271
42,7.090633160095174
43,5.987116934195878
44,4.8874248930998725
45,3.794883043906043
46,2.7181270900071515
47,1.687647702338302
48,0.8837177073343895
49,0.36600330664118946
50,0.8103970919343435
51,1.9111229197587638
52,2.4721904687982104
53,1.4858992658262908
54,0.881436253523923
55,1.3486383638857493
56,2.3094552021500054
57,2.002084091053097
58,1.8094208395629918
59,2.0136600488995544
60,2.286466870249332
61,2.9789086869071046
62,2.2483966956963606
63,1.3887100456065578
64,1.1289844100452953
65,1.2564630850369358
66,1.4847733033292894
67,2.2548274321044275
68,1.8615944888417273
69,2.0328311190371724
70,2.6966892571107937
71,3.589530026836717
72,4.579321014185254
73,5.6150243420315595
74,6.675303592010761
75,7.750078709449655
76,8.755969880202574
77,8.742742624400694
78,8.739743400919632
79,8.381284796569885
80,8.159755877652163
81,8.086418127880824
82,8.165265538201057
83,7.5365270342995565
84,6.502209458514152
85,5.498279563131602
86,4.544919215411861
87,3.6816253751834487
88,2.9875244501216662
89,2.601749696888608
90,2.661909622573921
91,5.050390871262975
92,3.977700478102824
93,2.9343852079263026
94,1.9677383762886234
95,1.2673730313416145
96,0.833262396910494
97,1.4941090648008588
98,2.498651616673657
99,3.5505451428371178
100,2.795444517012378
101,2.3442507373514108
102,2.376841439170574
103,2.799234203296258
104,2.3176974322375266
105,2.319610503790117
106,2.803984063896412
107,3.580072989656953
108,4.499375604609871
109,5.4358915544760595
110,4.440097527111633
111,3.34825900589734
112,2.275977377384513
113,1.2736443795829198
114,0.7328910699441709
115,1.3874260220455115
116,1.7708007384373758
117,2.445163227817538
118,2.150000480550709
119,1.2496745685131587
120,0.9867792621755651
121,1.6907520284125461
122,2.6863383731674775
123,3.747939115430347
124,4.832240028707873
125,5.926795263999567
126,6.4336977968014795
127,6.3984874292723095
128,6.554515766855246
129,6.888800621788951
130,7.377149353847925
131,9.271009107475805
132,8.159315566766377
133,7.047702711298117
134,5.936215868480735
135,4.8249421249532825
136,3.7140727675545158
137,2.604125357547591
138,1.4971518208069694
139,0.41751720067509684
140,0.7616035666706896
141,1.133102414284834
142,2.0686980734374423
143,2.3139493047819166
144,1.2044089359737198
145,0.14036640289006125
146,1.0303722196952585
147,1.790262555856458
148,1.199651404533906
149,0.839678321522426
150,1.027406861852321
151,1.4929638891418842
152,2.4238770203250106
153,1.9651160627709903
154,0.8573316621740762
155,0.28498484137571
156,0.2990661172291692
157,0.7982939603549264
158,1.6149070520204836
159,0.8956414275014105
160,1.2121405339256786
161,2.1469182817823405
162,3.197200943115333
163,4.2787605635277695
164,5.37274160710166
165,6.472849072912535
166,7.576414732052504
167,7.774205040878061
168,7.75940001331734
169,7.837512250431252
170,7.435777568485419
171,7.185251501398103
172,7.101954065376871
173,7.191698358046408
174,7.260226003036484
175,6.179866102582075
176,5.113068625374864
177,4.070510874697344
178,3.076931764850879
179,2.1997321840055486
180,1.6379855214358525
181,1.7320605494037145
182,5.369312344469553
183,4.375485553779891
184,3.4544311914953867
185,2.6821965119623763
186,2.059573937733661
187,1.8184571507912006
188,2.20104300027335
189,2.975778292204867
190,3.0072042900711153
191,2.0619732111353004
192,1.3903423004813886
193,1.4447256519584912
194,2.087371353297896
195,1.3760225525593028
196,1.3793546584415606
197,2.0939586415230096
198,3.056070781425267
199,4.094793860475494
200,5.112722384598536
201,4.042067435678346
202,3.0015913177695497
203,2.0380515290311236
204,1.0757327722333798
205,0.26870406726573026
206,0.6822534186724923
207,0.9567845602377149
208,1.938742722431879
