Grid_Number,Utilities
0,3.5436420460955618
1,2.7755091992168537
2,2.307025339827865
3,1.834303128555996
4,0.7285372961460868
5,0.4119800460199759
6,1.510480343056371
7,2.6203504569419462
8,3.7314587642948673
9,4.842953111900722
10,3.5373417459107763
11,2.88810143313605
12,2.5772728526657067
13,2.7233073705287687
14,3.1755281837807177
15,2.38530758387405
16,1.9412026069133081
17,1.235323650024132
18,0.7255032595397131
19,1.4140536661439167
20,1.0108027949978646
21,0.532289713246515
22,1.420494535309105
23,2.4950229354493336
24,3.5923998259602095
25,4.696636659170405
26,5.803819229138968
27,6.91253222186728
28,8.022141118787525
29,9.132319359214932
30,10.24288181935163
31,8.137361705136353
32,7.604172627434553
33,7.204379817428356
34,6.96100546890023
35,6.890643446057289
36,6.998514016680251
37,7.276695071321143
38,7.706766199817899
39,8.265050558506195
40,8.927526958179113
41,9.672811164377913
42,10.483256909603364
43,3.002190935263977
44,2.039478758182127
45,1.3336637919366812
46,1.3677378865576157
47,1.148975016766216
48,0.9793079884725964
49,1.7523718239540715
50,2.766845172476292
51,3.835742396654629
52,3.8682330078950584
53,2.884272792714323
54,2.0365890050885374
55,1.5649991379999146
56,1.7954420407433918
57,2.3578690989334885
58,1.6806498800738883
59,0.9504629248536797
60,0.9681120169741628
61,0.14474411908982457
62,1.1681096968089097
63,1.0362816537227926
64,0.579211266911908
65,1.4387334895998714
66,2.5054510078977428
67,3.512333825357875
68,4.3726040853818775
69,4.820589450869563
70,5.461626205471994
71,6.23646542128501
72,7.1014437321992645
73,8.006933813946834
74,7.296980145678978
75,6.697291320647371
76,6.2397407367991535
77,5.957170430078089
78,5.8748835090743805
79,6.001124444557349
80,6.323416370491753
81,6.813997081876183
82,7.439649152392931
83,8.169398045832745
84,8.977895688494433
85,9.845761483876169
86,2.7466190022848767
87,1.6402290714033594
88,0.5564613293161744
89,0.6338843402061752
90,0.4865724811417667
91,1.100519149924016
92,2.158331382588749
93,3.2431750839433864
94,3.221283537913831
95,3.407443475458983
96,2.489408312704481
97,1.4233699046370123
98,0.5724267289457748
99,1.0498691209458226
100,1.4168848791487667
101,1.4002432411406651
102,0.2883754435057384
103,0.5106702138072677
104,1.154775232210054
105,1.5964420252786984
106,0.5826762687726901
107,0.44142469528163275
108,1.0671725544230193
109,2.1344135257520103
110,3.1647079468810784
111,3.414894848626671
112,3.9724676719761987
113,4.729942295865199
114,5.606877114680464
115,6.5555053180999385
116,7.294128543479499
117,6.506926075080708
118,5.826553402090504
119,5.294357752488335
120,4.958284515670196
121,4.8591983421563105
122,5.011176865924175
123,5.393036296726474
124,5.960759119200034
125,6.667032317269818
126,7.472673713269712
127,8.348966809944036
128,9.275909821961973
129,2.8547671628089084
130,1.8155122491858044
131,0.9567320571188487
132,1.0037181179897938
133,0.5588310898013631
134,1.1343174271181031
135,2.1757578450365327
136,2.4683312474408736
137,2.203230302786971
138,2.467519124721188
139,2.4793465372066104
140,1.4056995510803432
141,0.5269587666911224
142,0.43378555505872124
143,0.725695547944237
144,1.4461368559119057
145,1.0500704479767666
146,1.2639351183289345
147,1.9800523585567458
148,0.9058714073744553
149,0.4364730529357745
150,0.6099850538282311
151,1.1472007634340886
152,2.1755274653390937
153,2.150449576887971
154,2.5041925492347135
155,3.2234127122696687
156,4.121002420853456
157,5.0895253434506165
158,6.091584955687579
159,6.660532820234577
160,5.7878457715681755
161,5.010836451538553
162,4.38071538167397
163,3.9680870213452684
164,3.8436472269534256
165,4.034153621781126
166,4.499780986398692
167,5.1666744090902466
168,5.967736758278081
169,6.856099592714708
170,7.8019986719372785
171,8.786872422605995
172,2.7029855734906887
173,2.4447236168748363
174,1.896238424152972
175,1.9203200343220923
176,1.5690603606475724
177,1.8536908398551533
178,2.5206842372779006
179,1.6256739437639276
180,1.1851771313079134
181,1.6246034000614735
182,2.0300186342539828
183,1.9994306197849676
184,1.516331707617645
185,0.8866638147498901
186,0.440057282654806
187,0.5774044015337589
188,0.7465112843053585
189,1.1415368933932075
190,1.7452034644032932
191,1.0778780265746837
192,0.7291779316051645
193,1.5409225174278849
194,1.8872805463134337
195,1.458541033778159
196,1.1407380581074489
197,1.7169994186892232
198,2.6541527356794448
199,3.647360754986835
200,4.694125745283018
201,5.5359391809740215
202,6.084070863036121
203,5.169442375876517
204,4.281703313868125
205,3.5235910998007514
206,2.995207403391633
207,2.8283745721169886
208,3.082369256139449
209,3.6708527513803313
210,4.463427135461233
211,5.370480969611012
212,6.343091681228113
213,7.3552988034552484
214,8.392788039732352
215,1.8177571718783871
216,1.455129621125868
217,1.8448375516419466
218,2.6762494780805257
219,2.5856773685298657
220,2.7676024825985466
221,2.230902057362544
222,1.12516498630766
223,0.16712523750073757
224,1.1237116112857692
225,1.0179823647756363
226,1.2970094877647889
227,1.9467119305765743
228,1.1074687276047646
229,0.4062306491938446
230,0.7623929606725415
231,0.8900665513563266
232,0.2491592693264823
233,1.3434301467618408
234,1.8900479461656041
235,1.7152185981490753
236,2.1873570179850907
237,2.0422320840269563
238,0.9337493646711106
239,0.21430401086685796
240,1.2070368058060543
241,2.2897442066786806
242,3.391427657030446
243,4.189737913625295
244,4.631527757201179
245,5.274566992793389
246,4.691696322949165
247,3.690830333848106
248,2.7758431143528317
249,2.064278012652766
250,1.8138480386504066
251,2.1889970253254614
252,2.9607825861117223
253,3.9004642471553406
254,4.912623681926259
255,5.960451645041758
256,7.02801241186416
257,8.107514747782789
258,1.1737122701211453
259,0.43693107484510996
260,1.2153515432698367
261,2.288255300818092
262,3.3864446855288346
263,3.443403127257769
264,2.3818441750066426
265,1.4007857005315407
266,0.8509299684495581
267,1.2658628775057157
268,0.15429737801653512
269,0.4485899860110531
270,1.0066361110527153
271,1.0967450877429303
272,1.1959770820916726
273,0.2526911206901739
274,1.0817609556338046
275,0.9439741131462415
276,1.6228824685744294
277,2.6171110432260822
278,2.7242121548146776
279,3.0436067964443274
280,2.232324624282167
281,1.2527804152166466
282,0.6400814272251546
283,1.3125593442620993
284,2.3470794969367104
285,2.9999072243096756
286,3.228665139321176
287,3.784438659689747
288,4.548904869935715
289,4.400658862822185
290,3.313037552389396
291,2.2493331344289498
292,1.2710797005834051
293,0.802900984135497
294,1.4651002371552908
295,2.4741159530209584
296,3.545256425503204
297,4.635655166817778
298,5.73433665372136
299,6.8373092090588035
300,7.942785400086927
301,1.235398353281147
302,0.5826714416580925
303,1.2750157889105056
304,2.3204928033569074
305,3.4083090784587444
306,3.8244839722817545
307,2.905619051776071
308,2.1751847657639347
309,1.8689830731543806
310,1.6316301290016788
311,1.0409295932116878
312,0.8900558571509665
313,0.4877953191005583
314,0.37393561346551735
315,0.8130072479744658
316,0.7738884920778992
317,1.3058392692375311
318,1.946824807029612
319,2.3521402957281934
320,3.0976652027952074
321,3.5659873086703753
322,3.692684435409925
323,2.7451962090994426
324,1.9756784025661263
325,1.65631227758735
326,2.0140252873333315
327,2.2324250320148487
328,1.983957217315325
329,2.31545097534364
