Grid_Number,Health
0,1.8403202768557971
1,1.7522109533696544
2,1.6132677971852463
3,0.6506010431751778
4,0.601724221572905
5,1.3186767709576102
6,0.3159366169746085
7,0.9662224415547117
8,2.0591789645681633
9,1.4574313106034071
10,0.7335505215702957
11,0.46630713851384226
12,1.0065148411010993
13,2.0691941044680617
14,1.9606514489042444
15,1.0645306034136706
16,0.6924951875303772
17,0.7840823917111724
18,0.2847017550888112
19,0.39704987598291847
20,1.051886615433714
21,1.9434326401086714
22,1.1821518205657422
23,0.6252988026613101
24,1.3628560426276939
25,2.4076164411757484
26,3.4940978230844757
27,4.5927861480071845
28,5.4735075413967085
29,5.3621913596209305
30,5.479029960407986
31,5.810275741760725
32,6.322317679611094
33,6.97545405310262
34,7.7340209083215115
35,8.57006775540024
36,9.463081158499119
37,10.398394609309072
38,11.36556983383919
39,12.357127765108853
40,13.36764367107982
41,14.393125087662284
42,15.430588583057839
43,0.8460420641381451
44,0.9473824530269629
45,0.6558119678664136
46,1.3905635861180652
47,1.4090022689003685
48,1.499480459619149
49,0.7805832097569159
50,1.2012664053069115
51,2.1793655352589325
52,1.3044191100800804
53,0.33989995877490403
54,1.001207815421443
55,1.7053086810074947
56,2.1615348805915184
57,1.7561985126480746
58,0.6467338430055938
59,0.31292446837738636
60,0.47313260483102704
61,0.3002269367464982
62,0.502805470067024
63,0.6711680549775516
64,1.7666301584962811
65,1.0850422150053218
66,0.4133391711843022
67,1.2795484639403711
68,2.3614617531850044
69,3.4624588504386233
70,4.568763871032929
71,4.4823319109280115
72,4.3457881544075665
73,4.489244030460471
74,4.888109164680417
75,5.486963860406545
76,6.228386272844461
77,7.067650294183703
78,7.973921730037411
79,8.926815601961671
80,9.912896034199532
81,10.923179058179626
82,11.951528590436565
83,12.993655856523262
84,14.04649462842167
85,15.10780566904232
86,0.3467546177479787
87,0.8943165195922821
88,0.28598001468772544
89,0.3820925716972743
90,0.510578632417396
91,1.0985057301278114
92,0.8202697152589808
93,1.0099470557630208
94,1.9581414914150888
95,1.830649635532172
96,1.3285986125174118
97,1.6284755955324426
98,1.5851666627719923
99,1.14391518720994
100,1.451614924364277
101,1.123019154039874
102,0.2713552021857055
103,0.6329542077231114
104,0.6235972640707547
105,1.2907592478849703
106,1.3651387164683524
107,2.1293215603321483
108,1.7393707709160229
109,1.4208450556153274
110,1.8668296566460114
111,2.629116457367772
112,3.202045472775537
113,3.9959137264704454
114,3.50565881080564
115,3.3293877820639
116,3.514664198202498
117,4.0117038731804335
118,4.723085180604419
119,5.567240016165715
120,6.492584330537345
121,7.469002831561524
122,8.478868876436724
123,9.511534769264232
124,10.560314011772697
125,11.620844741444117
126,12.690181050696191
127,13.766271093195494
128,14.847646501733015
129,1.2649638319871845
130,0.6922792502876983
131,0.8613146095878181
132,0.6578676637988272
133,0.5407629147952169
134,1.1128550671561395
135,0.4907335918653187
136,0.7701323478766252
137,1.8459310912038178
138,2.5777384393198304
139,2.3424395900787105
140,2.212964977658578
141,1.1046445432895964
142,0.12699403004946114
143,0.6656456171483078
144,0.8548803024604739
145,0.3279057497871517
