Grid_Number,Connectivity
0,7.267154418165183
1,6.5180985783701475
2,5.884942364712664
3,5.408543797861241
4,5.132738763031712
5,5.090238719787602
6,5.286673345126803
7,5.697382004962721
8,6.2804673537585645
9,6.180562691821678
10,5.094955683122557
11,4.023761169700761
12,2.9825487089026494
13,2.0182670694259555
14,1.3130382471407809
15,1.359264222199214
16,1.740209818277933
17,1.9823045610184835
18,1.2329835359554564
19,0.33272932017489326
20,1.08352736063463
21,2.1703033479572453
22,3.2740287175344513
23,4.381914399494105
24,5.491442971198527
25,6.601786148273164
26,7.712592114801617
27,8.823686092062198
28,9.934971450053116
29,11.046390429260649
30,12.15790638465868
31,13.269494946710259
32,14.381139279054603
33,15.49282737677529
34,16.604550449491573
35,17.71630191301322
36,18.828076738120295
37,19.93987101714057
38,21.05168166783973
39,22.16350622640908
40,23.275342699781262
41,24.38718945833319
42,25.499045156655413
43,6.59577929111178
44,5.760129478234542
45,5.0325680087488
46,4.466234647556453
47,4.12802920278905
48,4.0751515651345205
49,4.318096509603759
50,4.812267309842375
51,5.4902402373849055
52,6.063306100419051
53,4.952071214237564
54,3.8412498090971594
55,2.7313464120131807
56,1.624244036607786
57,0.5375374405665012
58,0.6423290831651927
59,0.7319240553683001
60,1.1987934953118853
61,1.3772571621793273
62,0.69804632635451
63,1.2452158002634337
64,2.2553754537189783
65,3.3310263910360542
66,4.424660159926391
67,5.525609520806944
68,6.630231214260297
69,7.736952479186278
70,8.844985229403033
71,9.953891504534731
72,11.063408642559702
73,12.17336961703726
74,13.283663169708936
75,14.394212340800857
76,15.504962204094253
77,16.615872511584634
78,17.726913099143957
79,18.838060915617294
80,19.94929804351302
81,21.060610345616066
82,22.17198651820219
83,23.283417415176274
84,24.39489555681414
85,25.50641476685615
86,6.022602309320321
87,5.093827495599687
88,4.2538548033680375
89,3.5659984542718184
90,3.132135280941665
91,3.0621985590240373
92,3.378862347918033
93,3.9911431535318527
94,4.786919545209916
95,5.689713169146721
96,5.015871437730595
97,3.923150293473561
98,2.845366847900451
99,1.8094140216324421
100,0.9616174046027282
101,1.0238648800468835
102,0.33673855133035396
103,0.9357488709388011
104,2.00710997840012
105,1.7126528949484927
106,1.999071065049513
107,2.744494960919726
108,3.6798209658578047
109,4.692842888257527
110,5.7425890232396295
111,6.812102853645942
112,7.893353163916779
113,8.98210250079813
114,10.075920244931567
115,11.173317972404341
116,12.27333542789164
117,13.375326269721045
118,14.478839919008536
119,15.583552876733053
120,16.689226986485583
121,17.79568309545314
122,18.90278388343955
123,20.01042234779353
124,21.118513887416643
125,22.226990740354054
126,23.335797998213252
127,24.444890700060693
128,25.554231679806644
129,5.577977745605726
130,4.559558088188544
131,3.596966283950935
132,2.749477258575551
133,2.157300674962964
134,2.0545387482825435
135,2.5022340005326025
136,3.282389796759901
137,4.214244039155359
138,5.2171338035810635
139,4.721243287103781
140,3.7054020907432155
141,2.7645494055742152
142,2.0070686239748867
143,1.6990520270256353
144,1.0691010723103698
145,0.5394501609508463
146,1.0810133530549637
147,2.078805384729528
148,2.7291835011314935
149,2.9173960531176575
150,3.470852787111947
151,4.249152927351719
152,5.15137305205084
153,6.122977236111143
154,7.135679248511388
155,8.174218533443248
156,9.22987763291088
157,10.297392669782193
158,11.373425722446997
159,12.455769415155103
160,13.54291080138153
161,14.633780660375509
162,15.727603188310788
163,16.82380247961489
164,17.921942413934595
165,19.021686888781762
166,20.122772833097546
167,21.224991474232265
168,22.328175067863498
169,23.43218732496496
170,24.536916391317636
171,25.64226962162086
172,5.294392877853199
173,4.207917043529501
174,3.1393308311171
175,2.1159141312917984
176,1.2536544486488272
177,1.0672715980725762
178,1.7830732383465224
179,2.7735345688091506
180,3.831253079251428
181,4.912979608342379
182,4.457365554153416
183,3.362760793513168
184,2.2849671678847634
185,1.2676166988138353
186,0.6822694224388464
187,0.767942705909909
188,0.5351344747686909
189,1.3810361955297064
190,1.8552933820928563
191,2.18451368729322
192,2.928301357227161
193,3.8536553945486327
194,4.857904201769054
